Filename,SMILES
molecule_1969.sdf,CC(C)NC(=O)Nc1ccc([C@H]2OCC(=O)N(C3CCOCC3)[C@@H]2CO)cc1
molecule_197.sdf,COC(=O)[C@H](NC(=O)[C@@H]1C[C@H](NC(=O)NC2CCCCC2)CN1C(=O)CSC)C(C)C
molecule_1970.sdf,CC(C)CS(=O)(=O)Nc1ccc([C@H]2OCC(=O)N(C)[C@@H]2CO)cc1
molecule_1971.sdf,CC(C)CC(=O)Nc1ccc([C@H]2OCC(=O)N(C3CCOCC3)[C@@H]2CO)cc1
molecule_1972.sdf,CS(=O)(=O)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1
molecule_1973.sdf,O=C(Cc1ccccc1)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1
molecule_1974.sdf,N#Cc1ccc(C(=O)Nc2ccc([C@H]3OCC(=O)N(C4CCOCC4)[C@@H]3CO)cc2)cc1
molecule_1975.sdf,O=C1CO[C@H](c2ccc(NC(=O)C3CCOCC3)cc2)[C@@H](CO)N1
molecule_1976.sdf,CCC(CC)C(=O)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1
molecule_1977.sdf,CC(C)(C)CC(=O)Nc1ccc([C@H]2OCC(=O)N(CCN)[C@@H]2CO)cc1
molecule_1978.sdf,Cc1ccccc1[C@H]1C[C@@H](O)[C@@H](O)[C@@H]1NCC(C)(C)O
molecule_1979.sdf,Cc1cc(C(=O)Nc2ccc([C@H]3OCC(=O)N(CC(C)C)[C@@H]3CO)cc2)n(C)n1
molecule_198.sdf,COC(=O)[C@H](NC(=O)[C@@H]1C[C@H](NC(=O)Nc2ccc(F)cc2F)CN1C(=O)CSC)C(C)C
molecule_1980.sdf,O[C@H]1[C@H](NCC2CCCC2)[C@@H](c2ccccc2)C[C@H]1O
molecule_1981.sdf,O=C(Nc1ccc([C@H]2OCC(=O)N(Cc3ccncc3)[C@@H]2CO)cc1)c1ccc(C(F)(F)F)cc1
molecule_1982.sdf,Cc1cc(C(=O)Nc2ccc([C@H]3OCC(=O)N[C@@H]3CO)cc2)nn1C
molecule_1983.sdf,CC(=O)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1
molecule_1984.sdf,CC(C)CN1C(=O)CO[C@H](c2ccc(NS(=O)(=O)CC(C)C)cc2)[C@H]1CO
molecule_1985.sdf,CC(C)CN[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_1986.sdf,CC(C)CN1C(=O)CO[C@H](c2ccc(NC(=O)NC(C)C)cc2)[C@H]1CO
molecule_1987.sdf,CC(C)CN1C(=O)CO[C@H](c2ccc(NC(=O)C3CCC3)cc2)[C@H]1CO
molecule_1988.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1)C1CC1
molecule_1989.sdf,CC(C)CC(=O)Nc1ccc([C@H]2OCC(=O)N(CC(C)C)[C@@H]2CO)cc1
molecule_199.sdf,CSCC(=O)N1C[C@@H](NC(=O)Nc2ccc(F)cc2F)C[C@H]1C(=O)N[C@H](Cc1ccccc1)C(N)=O
molecule_1990.sdf,CCCC(=O)Nc1ccc([C@H]2OCC(=O)N(CC(C)C)[C@@H]2CO)cc1
molecule_1991.sdf,COCC(=O)Nc1ccc([C@H]2OCC(=O)N(CC(C)C)[C@@H]2CO)cc1
molecule_1992.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1)C1CCOCC1
molecule_1993.sdf,CN(CCc1ccccn1)c1ccc2c(c1)CNCC(=O)N1CC[C@@H](CC(=O)NCC3CC3)[C@@H](/C=C\CO2)C1
molecule_1994.sdf,CC#CCn1cc2c3c(cccc31)[C@H](CC(C)C)N[C@H](C(=O)NCc1ccccc1OC)C2
molecule_1995.sdf,O=C(c1ccccn1)N1CC[C@H](c2nnc(-c3ccccc3)o2)C1
molecule_1996.sdf,Fc1ccc(OCc2nnc([C@H]3CCN(Cc4ccc(C(F)(F)F)cc4)C3)o2)cc1
molecule_1997.sdf,COc1ccc(CN2CC[C@H](c3nnc(COc4ccc(F)cc4)o3)C2)cc1
molecule_1998.sdf,Fc1ccc(OCc2nnc([C@H]3CCN(Cc4ccccc4Cl)C3)o2)cc1
molecule_1999.sdf,Cc1ccc(CN2CC[C@H](c3nnc(COc4ccc(F)cc4)o3)C2)o1
molecule_2.sdf,COc1cc(NC(=O)N2C[C@@H]3C[C@H](C2)c2ccc(NC(=O)C4CCCCC4)c(=O)n2C3)cc(OC)c1
molecule_20.sdf,O=C(c1ccco1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3ccc(Cl)cc3)c(=O)n1C2
molecule_200.sdf,COC(=O)[C@H](NC(=O)[C@@H]1[C@@H](NC(=O)Nc2ccc(F)cc2F)CCN1C(=O)c1cnccn1)C(C)C
molecule_2000.sdf,CN1CCC(N2CC[C@H](c3nnc(Cc4c[nH]c5ccccc45)o3)C2)CC1
molecule_2001.sdf,CC(C)C[C@@H]1N[C@H](C(=O)NC2CC2)Cc2cn(Cc3ccccn3)c3cccc1c23
molecule_2002.sdf,CC(C)C[C@@H]1N[C@H](C(=O)NC(C)C)Cc2cn(Cc3ccccn3)c3cccc1c23
molecule_2003.sdf,CC(C)C[C@@H]1N[C@H](C(=O)NC2CCC2)Cc2cn(Cc3ccncc3)c3cccc1c23
molecule_2004.sdf,OCc1cc(CC2(N[C@H]3CC[C@H](CO)CC3)COC2)no1
molecule_2005.sdf,CN(C)C(=O)CN1C(=O)CO[C@H](c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)[C@H]1CO
molecule_2006.sdf,Cn1c([C@H]2CCN(C(=O)COCC(=O)O)C2)nc2ccccc21
molecule_2007.sdf,CC(C)CC(=O)Nc1ccc([C@H]2OCC(=O)N[C@@H]2CO)cc1
molecule_2008.sdf,CN(C)C(=O)CN1C(=O)CO[C@H](c2ccc(NS(C)(=O)=O)cc2)[C@H]1CO
molecule_2009.sdf,COc1ccc(C(=O)Nc2ccc([C@H]3OCC(=O)N(CCN)[C@@H]3CO)cc2)cc1
molecule_201.sdf,COC(=O)[C@H](NC(=O)[C@@H]1[C@@H](NC(=O)Nc2cccc(OC)c2)CCN1C(=O)c1cnccn1)C(C)C
molecule_2010.sdf,CCNC(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1C1CCCCC1
molecule_2011.sdf,CC(C)N1CC[C@H](c2nnc(-c3ccncc3)o2)C1
molecule_2012.sdf,COc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H](C2)c2ccc(-c4cccs4)c(=O)n2C3)cc1
molecule_2013.sdf,O=c1c(-c2cccs2)ccc2n1C[C@H]1C[C@@H]2CN(S(=O)(=O)c2cccs2)C1
molecule_2014.sdf,O=c1ccc(-c2ccccc2)c2n1C[C@H]1C[C@@H]2CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)C1
molecule_2015.sdf,N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4ccc(CO)o4)C2)C3)c1
molecule_2016.sdf,O=C(c1cnccn1)N1C[C@@H]2C[C@H](C1)c1c(-c3ccc(OC(F)(F)F)cc3)ccc(=O)n1C2
molecule_2017.sdf,O=c1ccc(-c2ccc(OC(F)(F)F)cc2)c2n1C[C@H]1C[C@@H]2CN(Cc2ccccc2O)C1
molecule_2018.sdf,COc1ccccc1NC(=O)N1C[C@@H]2C[C@H](C1)c1c(-c3ccc(OC(F)(F)F)cc3)ccc(=O)n1C2
molecule_2019.sdf,CSc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(C(=O)COc4ccccc4)C2)C3)cc1
molecule_202.sdf,CSCC(=O)N1CC[C@H](NC(=O)Nc2ccc(F)cc2F)[C@H]1C(=O)N(C)CC(N)=O
molecule_2020.sdf,CSc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4ccc(CO)o4)C2)C3)cc1
molecule_2021.sdf,CSc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(C(=O)COCC(=O)O)C2)C3)cc1
molecule_2022.sdf,CSc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(C(=O)CSCC(=O)O)C2)C3)cc1
molecule_2023.sdf,N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(C(=O)CSCC(=O)O)C2)C3)c1
molecule_2024.sdf,COc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(S(=O)(=O)c4ccccc4)C2)C3)cc1
molecule_2025.sdf,COc1ccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(C(=O)COc4ccccc4)C2)C3)cc1
molecule_2026.sdf,CSc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)CSCC(=O)O)C2)cc1
molecule_2027.sdf,O=C(c1cncnc1)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2
molecule_2028.sdf,N#Cc1cccc(CN2C[C@@H]3C[C@H](C2)c2ccc(/C=C/c4ccc(Cl)cc4)c(=O)n2C3)c1
molecule_2029.sdf,O=C(O)CSCC(=O)N1C[C@@H]2C[C@H](C1)c1ccc(-c3ccc4ccccc4c3)c(=O)n1C2
molecule_203.sdf,COc1cccc(NC(=O)N[C@H]2CCN(C(=O)CSC)[C@@H]2C(=O)N[C@H](Cc2ccccc2)C(N)=O)c1
molecule_2030.sdf,O=c1ccc(-c2ccc(Cl)cc2)c2n1C[C@H]1C[C@@H]2CN(Cc2ccc(CO)o2)C1
molecule_2031.sdf,CCCS(=O)(=O)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2
molecule_2032.sdf,CS(=O)(=O)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2
molecule_2033.sdf,O=c1c(-c2cccs2)ccc2n1C[C@@H]1CNC[C@H]2C1
molecule_2034.sdf,COc1ccc(-c2ccc(=O)n3c2[C@H]2CNC[C@H](C2)C3)cc1
molecule_2035.sdf,O=C(C1CCCCC1)N1C[C@@H]2C[C@H](C1)c1ccc(/C=C/c3ccc(Cl)cc3)c(=O)n1C2
molecule_2036.sdf,O=C(c1ccccc1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cc4ccccc4s3)c(=O)n1C2
molecule_2037.sdf,O=C(c1cccs1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cc4ccccc4s3)c(=O)n1C2
molecule_2038.sdf,O=C(C1CCCCC1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3cc4ccccc4s3)c(=O)n1C2
molecule_2039.sdf,O=c1c(-c2cccnc2)ccc2n1C[C@H]1C[C@@H]2CN(Cc2cc3ccccc3o2)C1
molecule_2041.sdf,CCCNC(=O)N1CC[C@@H]2[C@H]1C(=O)N(c1cccc(F)c1)C(=O)N2Cc1cccs1
molecule_2042.sdf,O=C(O)CCC(=O)N1CC[C@@H]2[C@H]1C(=O)N(c1ccc(F)c(Cl)c1)C(=O)N2Cc1ccccc1
molecule_2043.sdf,CCCN1C(=O)[C@H]2NCC[C@H]2N(Cc2cccs2)C1=O
molecule_2044.sdf,Cc1ccc(N2C(=O)N[C@@H]3CCN(S(=O)(=O)c4ccc(Cl)cc4)[C@@H]3C2=O)cc1
molecule_2045.sdf,Cc1ccc(N2C(=O)N[C@@H]3CCN(C(=O)CC4(CC(=O)O)CCCC4)[C@@H]3C2=O)cc1
molecule_2046.sdf,O=C1N[C@@H]2CCN(S(=O)(=O)c3ccc(Cl)cc3)[C@@H]2C(=O)N1c1ccc(Oc2ccccc2)cc1
molecule_2047.sdf,O=C(O)CC1(CC(=O)N2CC[C@H]3NC(=O)N(c4ccc(Oc5ccccc5)cc4)C(=O)[C@H]32)CCCC1
molecule_2048.sdf,COCC(=O)N[C@H]1CCN(C(=O)COC)[C@H](C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)OC)C1
molecule_2049.sdf,Cc1nc(C(=O)N2CC[C@H](NC(=O)c3snnc3C)C[C@H]2C(=O)N[C@@H](Cc2cccs2)C(N)=O)cs1
molecule_205.sdf,COc1ccc(NC(=O)N[C@H]2C[C@@H](C(=O)N[C@@H](Cc3cccs3)C(N)=O)N(C(=O)CSC)C2)cc1
molecule_2050.sdf,NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H]1C[C@@H](NC(=O)c2cnccn2)CCN1C(=O)CSCC(=O)O
molecule_2051.sdf,COc1ccc(C[C@H](NC(=O)[C@@H]2C[C@@H](NC(=O)CSC)CCN2C(=O)CCC(=O)O)C(N)=O)cc1
molecule_2052.sdf,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H]1CN(C(=O)c2ccc(N(C)C)cc2)CCN1S(=O)(=O)c1ccccc1
molecule_2053.sdf,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H]1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)c1cccs1
molecule_2054.sdf,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H]1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)NC1CCCCC1
molecule_2055.sdf,NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CNCCN1C(=O)N1CCOCC1
molecule_2056.sdf,CN(C)c1ccc(C(=O)N2CCN(C(=O)NC3CCCCC3)[C@H](C(=O)N[C@@H](CC3CCCCC3)C(N)=O)C2)cc1
molecule_2057.sdf,NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CN(S(=O)(=O)c2ccccc2)CCN1C(=O)C1CCNCC1
molecule_2058.sdf,CC(=O)N1CCN(C(=O)c2ccc(N(C)C)cc2)C[C@@H]1C(=O)N[C@@H](CC1CCCCC1)C(N)=O
molecule_2059.sdf,NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CNCCN1C(=O)C1CCNCC1
molecule_206.sdf,CSCC(=O)N1CC[C@H](NC(=O)NC(C)C)[C@H]1C(=O)N(C)CC(N)=O
molecule_2060.sdf,CN(C)c1ccc(C(=O)N2CCN(S(C)(=O)=O)[C@H](C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(N)=O)C2)cc1
molecule_2061.sdf,NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CN(C(=O)c2cccc(F)c2)CCN1C(=O)C1CCNCC1
molecule_2062.sdf,NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H]1CNCCN1C(=O)C1CCCCC1
molecule_2063.sdf,CC(C)NC(=O)N1CCN(C(=O)C2CCNCC2)[C@@H](C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(N)=O)C1
molecule_2064.sdf,CN(C)c1ccc(C(=O)N2CCN(C(=O)C3CCCCC3)[C@H](C(=O)N[C@@H](CC3CCCCC3)C(N)=O)C2)cc1
molecule_2065.sdf,CN(C)c1ccc(C(=O)N2CCN(C(=O)N3CCOCC3)[C@H](C(=O)N[C@@H](CC3CCCCC3)C(N)=O)C2)cc1
molecule_2066.sdf,NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]1CN(C(=O)C2CCNCC2)CCN1C(=O)C1CCCCC1
molecule_2067.sdf,CN(C)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccccc3)[C@H](C(=O)N[C@@H](CC3CCCCC3)C(N)=O)C2)cc1
molecule_2068.sdf,O=C1NCCC[C@@H]1NC(=O)[C@H]1CN(C(=O)N2CCOCC2)CCN1S(=O)(=O)c1ccc(F)cc1
molecule_2069.sdf,O=C1NCCC[C@@H]1NC(=O)[C@H]1CN(C(=O)c2cccnc2)CCN1S(=O)(=O)c1ccc(F)cc1
molecule_207.sdf,O=C1N[C@@H]2CCN(C(=O)c3ccc(-c4ccccc4)cc3)[C@@H]2C(=O)N1c1ccc(F)cc1
molecule_2070.sdf,COc1ccc(C(=O)N2CCN(C(=O)c3ccc(OC)cc3)[C@@H](C(=O)N[C@H]3CCCNC3=O)C2)cc1
molecule_2071.sdf,COC(=O)[C@@H](C)NC(=O)[C@@H]1CN(C(=O)c2cccc(F)c2)CCN1C(=O)c1cccc(F)c1
molecule_2072.sdf,COc1ccc(-c2noc([C@@H]3C[C@H](NC(=O)COCC(=O)O)CN3C)n2)cc1
molecule_2073.sdf,CC1(C)C[C@H](NCC2CCCCC2)[C@@]2(CCC(=O)NCCN3CCOCC3)CC[C@](C)(O)C[C@@H]12
molecule_2074.sdf,C#CCNC(=O)CC[C@H]1CNC(=O)[C@@H]2[C@@H](CCN2Cc2ccc(C(=O)O)cc2)N1C
molecule_2075.sdf,CN1[C@@H](CCC(=O)NCc2ccco2)CNC(=O)[C@H]2NCC[C@H]21
molecule_2076.sdf,CN1[C@@H](CCC(=O)NCc2ccc(F)cc2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ccc(C(=O)O)cc1
molecule_2077.sdf,CCN(CC)C(=O)CC[C@H]1CNC(=O)[C@H]2NCC[C@H]2N1C
molecule_2078.sdf,CN1[C@@H](CCC(=O)NCc2ccc(F)cc2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ncc[nH]1
molecule_2079.sdf,CN1[C@@H](CCC(=O)N2CCc3ccccc32)CNC(=O)[C@@H]2[C@H]1CCN2Cc1cccc(Cl)c1
molecule_208.sdf,COc1ccc(S(=O)(=O)N2CC[C@H]3NC(=O)N(c4ccc(Oc5ccccc5)cc4)C(=O)[C@H]32)cc1
molecule_2080.sdf,CN1[C@@H](CCC(=O)NCc2ccccc2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ncc[nH]1
molecule_2081.sdf,COc1ccc(CN2CC[C@@H]3[C@H]2C(=O)NC[C@H](CCC(=O)N2CCOCC2)N3C)cc1
molecule_2082.sdf,CN1[C@@H](CCC(=O)N2CCOCC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ccccc1
molecule_2083.sdf,Cc1ccc(CN2CC[C@@H]3[C@H]2C(=O)NC[C@H](CCC(=O)N2CCOCC2)N3C)cc1
molecule_2084.sdf,CN1[C@@H](CCC(=O)N2CCOCC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ncc[nH]1
molecule_2085.sdf,CN1CCN(C(=O)CC[C@H]2CNC(=O)[C@@H]3[C@@H](CCN3Cc3csnn3)N2C)CC1
molecule_2086.sdf,CN1[C@@H](CCC(=O)N2CCC(O)CC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ccc(C(F)(F)F)cc1
molecule_2087.sdf,CN1[C@@H](CCC(=O)N2CCC(O)CC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ncc[nH]1
molecule_2088.sdf,CN1[C@@H](CCC(=O)NCc2cccs2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1ccccc1
molecule_2089.sdf,CN1C[C@@H](NC(=O)COc2ccccc2)C[C@H]1c1nc(-c2ccc(Cl)cc2)no1
molecule_209.sdf,O=C(O)CCC(=O)N1CC[C@H]2NC(=O)N(c3ccc(Oc4ccccc4)cc3)C(=O)[C@H]21
molecule_2090.sdf,Cc1ccc(S(=O)(=O)N[C@H]2C[C@@H](c3nc(-c4cnccn4)no3)N(C)C2)cc1
molecule_2091.sdf,CN1C[C@@H](NS(=O)(=O)c2ccccc2)C[C@H]1c1nc(-c2cnccn2)no1
molecule_2092.sdf,CN1C[C@@H](NS(=O)(=O)c2ccc(C#N)cc2)C[C@H]1c1nc(-c2ccc3c(c2)OCO3)no1
molecule_2093.sdf,COc1ccc(CNC(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CNC(=O)C(C)(C)C)C=C2C)cc1
molecule_2094.sdf,CC1=C[C@@H](CNC(=O)C(C)(C)C)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1ccccc1
molecule_2095.sdf,COc1ccc(CNC(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CNC(=O)C3CCCC3)C=C2C)cc1
molecule_2096.sdf,CC1=C[C@@H](CNS(C)(=O)=O)[C@H](C(C)C)C[C@H]1CC(=O)NCc1ccc(F)cc1
molecule_2097.sdf,COc1ccccc1C(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)N2CCN(c3ccccn3)CC2)C[C@H]1C(C)C
molecule_2098.sdf,CCNC(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)NCc2ccc(F)cc2)C[C@H]1C(C)C
molecule_2099.sdf,CC1=C[C@@H](CNC(=O)NC2CCCCC2)[C@H](C(C)C)C[C@H]1CC(=O)NCCN(C)C
molecule_21.sdf,O=C(C1CCCCC1)N1C[C@@H]2C[C@H](C1)c1ccc(-c3ccc(Cl)cc3)c(=O)n1C2
molecule_210.sdf,O=C1N[C@@H]2CCN(C(=O)c3ccccc3)[C@@H]2C(=O)N1c1ccc(Oc2ccccc2)cc1
molecule_2100.sdf,CC1=C[C@@H](CNC(=O)c2ccncc2)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1ccccc1
molecule_2101.sdf,CC1=C[C@@H](CNC(=O)c2cccnc2)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1ccccc1
molecule_2102.sdf,COc1ccccc1N1CCN(C(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CO)C=C2C)CC1
molecule_2103.sdf,CCNC(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)NCc2ccc(OC)cc2)C[C@H]1C(C)C
molecule_2104.sdf,CC1=C[C@@H](CNS(=O)(=O)c2ccccc2)[C@H](C(C)C)C[C@H]1CC(=O)NCCN1CCOCC1
molecule_2105.sdf,CC1=C[C@@H](CNC(=O)NC(C)C)[C@H](C(C)C)C[C@H]1CC(=O)N1CCN(c2ccccn2)CC1
molecule_2106.sdf,COc1ccc(CNC(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CNC(=O)c3ccco3)C=C2C)cc1
molecule_2107.sdf,CC1=C[C@@H](CNC(=O)C2CCCCC2)[C@H](C(C)C)C[C@H]1CC(=O)N1CCN(C)CC1
molecule_2108.sdf,COCCC(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)O)C[C@H]1C(C)C
molecule_2109.sdf,CCOC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNS(=O)(=O)c2ccccc2)C=C1C
molecule_211.sdf,C=CCN(C)C(=O)[C@@H](C)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)C4CC4)nc3[C@@H](C)[C@@H]2[C@H]1O
molecule_2110.sdf,CC1=C[C@@H](CNC(=O)CC(C)(C)C)[C@H](C(C)C)C[C@H]1CC(=O)NCc1cccnc1
molecule_2111.sdf,CCOC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNS(=O)(=O)c2cccc(F)c2)C=C1C
molecule_2112.sdf,CC(=O)N1CCN(C(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CNC(=O)c3cccc(F)c3)C=C2C)CC1
molecule_2113.sdf,CC1=C[C@@H](CNC(=O)c2cccc(F)c2)[C@H](C(C)C)C[C@H]1CC(=O)NCc1cccnc1
molecule_2114.sdf,CC1=C[C@@H](CC#N)[C@H](C(C)C)C[C@H]1CC(=O)NC1CCCCC1
molecule_2115.sdf,CCNC(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)N(C)Cc2ccccc2)C[C@H]1C(C)C
molecule_2116.sdf,CC1=C[C@@H](CNC(=O)c2ccccc2)[C@H](C(C)C)C[C@H]1CC(=O)N1CCN(C)CC1
molecule_2117.sdf,CC1=C[C@@H](CNC(=O)NC2CCCCC2)[C@H](C(C)C)C[C@H]1CC(=O)NCc1cccnc1
molecule_2118.sdf,CC1=C[C@@H](CNS(=O)(=O)c2ccc(C)cc2)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1cccnc1
molecule_2119.sdf,CC1=C[C@@H](CNC(=O)NC(C)C)[C@H](C(C)C)C[C@H]1CC(=O)NCc1ccc(C#N)cc1
molecule_212.sdf,C[C@H](C(=O)N(C)CCC#N)[C@@H]1CC[C@@]2(C)Cc3sc(NC(=O)c4cccn4C)nc3[C@@H](C)[C@@H]2[C@H]1O
molecule_2120.sdf,CC1=C[C@@H](CNC(=O)NC(C)C)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1cccnc1
molecule_2121.sdf,CC1=C[C@@H](CNS(=O)(=O)c2cccs2)[C@H](C(C)C)C[C@H]1CC(=O)NCc1ccc(C#N)cc1
molecule_2122.sdf,COCCNC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNS(=O)(=O)c2ccc(OC)cc2)C=C1C
molecule_2123.sdf,CC1=C[C@@H](CNS(=O)(=O)c2ccccc2)[C@H](C(C)C)C[C@H]1CC(=O)N(C)Cc1cccnc1
molecule_2124.sdf,C#CCNC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNC(=O)c2cccc(F)c2)C=C1C
molecule_2125.sdf,COCCNC(=O)C[C@@H]1C[C@@H](C(C)C)[C@H](CNC(=O)C2CCCCC2)C=C1C
molecule_2126.sdf,COCC(=O)NC[C@@H]1C=C(C)[C@H](CC(=O)NCc2ccc(C#N)cc2)C[C@H]1C(C)C
molecule_2127.sdf,COc1ccc(S(=O)(=O)NC[C@@H]2C=C(C)[C@H](CC(=O)N3CCCC3)C[C@H]2C(C)C)cc1
molecule_2128.sdf,COc1ccc(S(=O)(=O)NC[C@@H]2C=C(C)[C@H](CC(=O)N(C)Cc3cccnc3)C[C@H]2C(C)C)cc1
molecule_2129.sdf,CC1=C[C@@H](CNC(=O)COc2ccccc2)[C@H](C(C)C)C[C@H]1CC(=O)NCc1ccc(C#N)cc1
molecule_213.sdf,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)Cc3sc(NC(=O)c4c(F)cccc4F)nc3[C@@H](C)[C@H]21
molecule_2130.sdf,CC1=C[C@@H](CNS(=O)(=O)c2ccc(Cl)cc2)[C@H](C(C)C)C[C@H]1CC(=O)N1CCOCC1
molecule_2131.sdf,O=C(Nc1ccc(OC(F)(F)F)cc1)N1CC[C@H](c2nc3ccccc3o2)C1
molecule_2132.sdf,COCCC(=O)N1CC[C@H](c2nc3ccccc3o2)C1
molecule_2133.sdf,O=C(O)c1ccc(CN2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)cc1
molecule_2134.sdf,Fc1ccc(CN2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)cc1F
molecule_2135.sdf,Cc1ccc2nc([C@H]3CCN(C(=O)C4CCCCC4)C3)[nH]c2c1
molecule_2136.sdf,Cc1ccc2nc([C@H]3CCN(C(=O)C4CC4)C3)[nH]c2c1
molecule_2137.sdf,Cc1ccc2nc([C@H]3CCN(Cc4ccc(F)cc4)C3)[nH]c2c1
molecule_2138.sdf,COC(=O)c1cccc2nc([C@H]3CCN(Cc4ccc(C(F)(F)F)cc4)C3)oc12
molecule_2139.sdf,CC(=O)N1CCC(N2CC[C@H](c3nc4ccc(C)cc4[nH]3)C2)CC1
molecule_214.sdf,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C)Cc3sc(NC(=O)c4ccc(F)c(Cl)c4)nc3[C@@H](C)[C@H]21
molecule_2140.sdf,CC(=O)N1CCC(N2CC[C@H](c3nc4cc(Cl)ccc4o3)C2)CC1
molecule_2141.sdf,Cc1ccc2nc([C@H]3CCN(CC(C)C)C3)[nH]c2c1
molecule_2142.sdf,Cc1ccc2nc([C@H]3CCN(Cc4ccc(Cl)cc4)C3)[nH]c2c1
molecule_2143.sdf,Cc1ccc2nc([C@H]3CCN(C4CCC4)C3)[nH]c2c1
