Filename,SMILES
molecule_3005.sdf,COC[C@H]1CCCN1[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CNC(=O)c1ccc(C(F)(F)F)cc1
molecule_3006.sdf,C[C@H]1[C@@H]2[C@@H](O)[C@H]([C@H](C)C(=O)NC(C)(C)C)CC[C@@]2(C)CC[C@@H]1NC(=O)c1ccccn1
molecule_3007.sdf,C[C@H]1[C@@H]2[C@@H](O)[C@H]([C@H](C)C(=O)N3CCOCC3)CC[C@@]2(C)CC[C@@H]1NC(=O)c1ccccn1
molecule_3008.sdf,CN(C)CCN(C)[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1CNC(=O)c1ccc(C(F)(F)F)cc1
molecule_3009.sdf,CCNC(=O)N[C@H]1CC[C@]2(C)CC[C@@H]([C@H](C)C(=O)NCc3ccco3)[C@H](O)[C@H]2[C@@H]1C
molecule_301.sdf,C#CCNC(=O)C[C@@H]1c2nc(NC(=O)C3CCCCC3)sc2C[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C
molecule_3010.sdf,Cn1nc(-c2ccco2)cc1[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=O)C1CCCCC1
molecule_3011.sdf,Cc1nnc([C@H]2CCN(C(=O)c3ccccc3)C2)o1
molecule_3012.sdf,COCC(=O)NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCCC1
molecule_3013.sdf,COCCNc1ccc(-c2noc([C@@H]3CCCN3CC3CCCCC3)n2)cn1
molecule_3014.sdf,O=C(c1ccno1)N1C[C@@H]2OCC(=O)N(CC3CC3)[C@@H]2C1
molecule_3015.sdf,CC1(C)[C@H](Cc2cc(CO)on2)C[C@@H]1NC1CCCCC1
molecule_3016.sdf,Clc1ccc(-c2cnc([C@@H]3COCCN3)[nH]2)cc1
molecule_3017.sdf,Cc1cc(C(=O)Nc2ccc([C@H]3OCC(=O)N(Cc4ccccc4)[C@@H]3CO)cc2)no1
molecule_3018.sdf,Clc1ccc(-c2cnc([C@@H]3COCCN3C3CCC3)[nH]2)s1
molecule_3019.sdf,N#Cc1ccc(S(=O)(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccccc2)cc1
molecule_302.sdf,CN(Cc1ccccc1)C(=O)C[C@@H]1c2nc(NC(=O)C(C)(C)C)sc2C[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C
molecule_3020.sdf,Cc1ccccc1[C@H]1C[C@@H](O)[C@@H](O)[C@@H]1NC(=O)c1ccc(C#N)cc1
molecule_3021.sdf,Cc1ccccc1[C@H]1C[C@@H](O)[C@@H](O)[C@@H]1NS(=O)(=O)c1cccc(C#N)c1
molecule_3022.sdf,N#Cc1cccc(S(=O)(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(C(F)(F)F)cc2)c1
molecule_3023.sdf,N#Cc1ccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(C(F)(F)F)nc2)cc1
molecule_3024.sdf,COCC(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(C(F)(F)F)nc1
molecule_3025.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NC(=O)c2ccc(C#N)cc2)cc1
molecule_3026.sdf,O=C(COc1ccccc1)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(C(F)(F)F)nc1
molecule_3027.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NC(=O)c2cccc(C#N)c2)cc1
molecule_3028.sdf,N#Cc1cccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(N3CCOCC3)nc2)c1
molecule_3029.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NCc2cccc(C(F)(F)F)c2)cc1
molecule_303.sdf,CC1CCN(C(=O)C[C@@H]2c3nc(NC(=O)C(C)(C)C)sc3C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@]32C)CC1
molecule_3030.sdf,CC(C)C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(N2CCOCC2)nc1
molecule_3031.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NCc2cn(C)c3ccccc23)cc1
molecule_3032.sdf,Cc1ccccc1C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(N2CCOCC2)nc1
molecule_3033.sdf,Cc1cc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(N3CCOCC3)nc2)n(C)n1
molecule_3034.sdf,COc1cccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccccc2C)c1
molecule_3035.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(N2CCOCC2)nc1)c1ccc2c(c1)OCCO2
molecule_3037.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NCc2ccc(Cl)cc2)cc1
molecule_3038.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NCc2cccc(OC)c2)cc1
molecule_3039.sdf,CC(C)C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_304.sdf,COCC(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)NCc1ccc(OC)cc1
molecule_3040.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(C(F)(F)F)nc1)c1nc2ccccc2s1
molecule_3041.sdf,COc1ccc(CC(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)cc1
molecule_3042.sdf,O[C@H]1[C@H](NCC2CC2)[C@@H](c2cccnc2)C[C@H]1O
molecule_3043.sdf,CN1CCC(N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(N3CCOCC3)nc2)CC1
molecule_3044.sdf,Cc1ccccc1C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_3045.sdf,Cn1cc(CN[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)cn1
molecule_3046.sdf,COc1ccc(S(=O)(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccc(C(F)(F)F)nc2)cc1
molecule_3047.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1)C1CCC1
molecule_3048.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1)c1cc2ccccc2s1
molecule_3049.sdf,O[C@H]1[C@H](NCc2ccc(Cl)cc2)[C@@H](c2ccc(N3CCOCC3)nc2)C[C@H]1O
molecule_305.sdf,COc1ccc(CNC(=O)C[C@@H]2c3nc(NC(=O)c4cccs4)sc3C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@]32C)cc1
molecule_3050.sdf,Cc1noc(C)c1C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_3051.sdf,Cc1cc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)n(C)n1
molecule_3052.sdf,N#Cc1cccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)c1
molecule_3053.sdf,CC(C)CN[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(N2CCOCC2)nc1
molecule_3054.sdf,CCn1nc(C)cc1C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_3055.sdf,COc1ccc(CN[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)cc1
molecule_3056.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NC(=O)C2CCCC2)cc1
molecule_3057.sdf,Cc1cc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)no1
molecule_3058.sdf,N#Cc1ccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)cc1
molecule_3059.sdf,COc1cccc(CN[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)c1
molecule_306.sdf,COCC(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)NCc1ccccc1
molecule_3060.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1
molecule_3061.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NS(=O)(=O)c2ccc(C#N)cc2)cc1
molecule_3062.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NC(=O)Nc2ccc(C(F)(F)F)cc2)cc1
molecule_3063.sdf,COc1cccc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2ccccc2)c1
molecule_3064.sdf,COc1ccccc1C(=O)N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1
molecule_3065.sdf,Cc1cc(C(=O)N[C@H]2[C@H](O)[C@H](O)C[C@@H]2c2cccnc2)nn1C
molecule_3066.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1cccnc1)c1nc2ccccc2s1
molecule_3067.sdf,O=C(N[C@H]1[C@H](O)[C@H](O)C[C@@H]1c1ccc(N2CCOCC2)nc1)c1nc2ccccc2s1
molecule_3068.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NCc2nc3ccccc3n2C)cc1
molecule_3069.sdf,COc1ccc([C@H]2C[C@@H](O)[C@@H](O)[C@@H]2NS(=O)(=O)c2cccc(C#N)c2)cc1
molecule_307.sdf,C#CCNC(=O)C[C@@H]1c2nc(NC(=O)c3c(F)cccc3F)sc2C[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C
molecule_3070.sdf,CC1=C[C@@H](CNC(=O)c2ccccc2)[C@H](C(C)C)C[C@H]1Cc1nc2ccc(C)cc2[nH]1
molecule_3071.sdf,CC1=C[C@@H](CN)[C@H](C(C)C)C[C@H]1Cc1nc2ccccc2n1C
molecule_3072.sdf,CC1=C[C@@H](CNC(=O)C2CCCCC2)[C@H](C(C)C)C[C@H]1Cc1nc2ccc(F)cc2[nH]1
molecule_3073.sdf,Cc1cccc(O[C@H]2COCCN(C(=O)c3cnccn3)C2)n1
molecule_3074.sdf,CCCNC(=O)N1CCOC[C@H](Oc2ccc(C(F)(F)F)cc2)C1
molecule_3075.sdf,CCCNC(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3ccc(C(=O)OC)cc3[nH]2)C[C@H]1C(C)C
molecule_3076.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC4CCN(C(C)=O)CC4)C=C3C)[nH]c2c1
molecule_3077.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC4CCN(C)CC4)C=C3C)[nH]c2c1
molecule_3078.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccncc4)C=C3C)[nH]c2c1
molecule_3079.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CCC(=O)O)C=C3C)[nH]c2c1
molecule_308.sdf,C[C@]1(CO)[C@H]2Cc3sc(NC(=O)c4c(F)cccc4F)nc3[C@@H](CC(=O)NC3CC3)[C@]2(C)CC[C@H]1O
molecule_3080.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CCCC(=O)O)C=C3C)[nH]c2c1
molecule_3081.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CN(C)C)C=C3C)[nH]c2c1
molecule_3082.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CC(C)(C)CC(=O)O)C=C3C)[nH]c2c1
molecule_3083.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC4CCCCC4)C=C3C)[nH]c2c1
molecule_3084.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCC4CCCCC4)C=C3C)[nH]c2c1
molecule_3085.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccc4OC)C=C3C)[nH]c2c1
molecule_3086.sdf,COC(=O)c1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)c4cnccn4)C=C3C)[nH]c2c1
molecule_3087.sdf,CC1=C[C@@H](CN)[C@H](C(C)C)C[C@H]1Cc1nc2ncccc2[nH]1
molecule_3088.sdf,COc1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)/C=C/C(=O)O)C=C3C)[nH]c2c1
molecule_3089.sdf,COc1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CC4(CC(=O)O)CCCC4)C=C3C)[nH]c2c1
molecule_309.sdf,COc1ccc(CNC(=O)C[C@@H]2c3nc(NC(=O)c4c(F)cccc4F)sc3C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@]32C)cc1
molecule_3090.sdf,COc1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)CC(C)(C)CC(=O)O)C=C3C)[nH]c2c1
molecule_3091.sdf,CCCNC(=O)NC[C@@H]1C=C(C)[C@H](Cc2nc3c(C)cccc3[nH]2)C[C@H]1C(C)C
molecule_3092.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNCc1ccccc1
molecule_3093.sdf,CC1=C[C@@H](CNC(=O)COCC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2c(C)cccc2[nH]1
molecule_3094.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccccc3)on2)O[C@@H]1CNC1CCCCC1
molecule_3095.sdf,CC1=C[C@@H](CNC(=O)CC2(CC(=O)O)CCCC2)[C@H](C(C)C)C[C@H]1Cc1nc2c(C)cccc2[nH]1
molecule_3096.sdf,CC1=C[C@@H](CNC(=O)CC(C)(C)CC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2c(C)cccc2[nH]1
molecule_3097.sdf,CC1=C[C@@H](CNC(=O)CCC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2ccc(Cl)cc2[nH]1
molecule_3098.sdf,CC1=C[C@@H](CNC2CCOCC2)[C@H](C(C)C)C[C@H]1Cc1nc2ccc(Cl)cc2[nH]1
molecule_3099.sdf,COc1ccc(CNC[C@H]2O[C@H](Cc3cc(-c4cccc(O)c4)on3)CC[C@@H]2O)cc1
molecule_31.sdf,COc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H](C2)c2c(-c4ccccc4)ccc(=O)n2C3)cc1
molecule_310.sdf,C[C@]1(CO)[C@H]2Cc3sc(NC(=O)c4c(F)cccc4F)nc3[C@@H](CC(=O)N3CCCCC3)[C@]2(C)CC[C@H]1O
molecule_3100.sdf,COc1ccc(CNC[C@H]2O[C@H](Cc3cc(COc4ccccc4)on3)CC[C@@H]2O)cc1
molecule_3101.sdf,O[C@H]1CC[C@@H](Cc2cc(COc3ccccc3)on2)O[C@@H]1CNC1CCOCC1
molecule_3102.sdf,CC(C)NC(=O)NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O
molecule_3106.sdf,COc1ccc(NC(=O)NC[C@H]2O[C@H](Cc3cc(COc4ccccc4)on3)CC[C@@H]2O)cc1
molecule_3107.sdf,COc1ccc(NC(=O)NC[C@H]2O[C@H](Cc3cc(-c4cccc(O)c4)on3)CC[C@@H]2O)cc1
molecule_3108.sdf,CC1=C[C@@H](CNC(=O)CCC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2c(C)cccc2[nH]1
molecule_3109.sdf,CC1=C[C@@H](CNC(=O)CCCC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2c(C)cccc2[nH]1
molecule_311.sdf,C[C@]1(CO)[C@H]2Cc3sc(NC(=O)c4c(F)cccc4F)nc3[C@@H](CC(=O)NCc3ccccc3)[C@]2(C)CC[C@H]1O
molecule_3110.sdf,CC1=C[C@@H](CNC(=O)CCCC(=O)O)[C@H](C(C)C)C[C@H]1Cc1nc2ccc(Cl)cc2[nH]1
molecule_3111.sdf,O=C(NC[C@H]1O[C@H](Cc2cc(CN3CCOCC3)on2)CC[C@@H]1O)c1ccccc1
molecule_3112.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNC(=O)COc3ccccc3)O2)no1
molecule_3113.sdf,COc1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNC(=O)Nc4ccc(F)cc4)C=C3C)[nH]c2c1
molecule_3114.sdf,O=C(Cc1ccccc1)NC[C@H]1O[C@H](Cc2cc(CN3CCOCC3)on2)CC[C@@H]1O
molecule_3115.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CN(C)C)O3)no2)cc1
molecule_3116.sdf,COc1ccc(CNC[C@H]2O[C@H](Cc3cc(-c4ccc(OC)cc4)on3)CC[C@@H]2O)cc1
molecule_3117.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNC(=O)c4ccccc4)O3)no2)cc1
molecule_3118.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNCc4cccc(Cl)c4)O3)no2)cc1
molecule_3119.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNC(=O)c4ccc5c(c4)OCO5)O3)no2)cc1
molecule_312.sdf,CC(C)(C)C(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)NCCN1CCOCC1
molecule_3120.sdf,CN(C)C[C@H]1O[C@H](Cc2cc(-c3cccc(O)c3)on2)CC[C@@H]1O
molecule_3121.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNCc1ccccc1
molecule_3122.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNCC1CCCCC1
molecule_3123.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNC1CCCCC1
molecule_3124.sdf,Cc1ccc(S(=O)(=O)NC[C@H]2OC[C@@H](NCc3ccc(F)cc3)[C@@H]2O)cc1
molecule_3125.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNCc1ccccn1
molecule_3126.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNCc1ccncc1
molecule_3127.sdf,Oc1ccccc1CNC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O
molecule_3128.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNC1CCOCC1
molecule_313.sdf,CC(C)(C)C(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)NC1CC1
molecule_3130.sdf,CC(C)NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O
molecule_3131.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNCc3ccc(Cl)cc3)O2)no1
molecule_3132.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNC3CCCCC3)O2)no1
molecule_3133.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNCc3cccc(F)c3)O2)no1
molecule_3134.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNCc3ccccc3OC)O2)no1
molecule_3135.sdf,COc1ccc(CNC[C@H]2O[C@H](Cc3cc(-c4ccccc4)on3)CC[C@@H]2O)cc1
molecule_3138.sdf,COc1cccc(CNC[C@H]2O[C@H](Cc3cc(-c4ccccc4)on3)CC[C@@H]2O)c1
molecule_3139.sdf,COc1ccc(C(=O)NC[C@H]2O[C@H](Cc3cc(-c4ccccc4)on3)CC[C@@H]2O)cc1
molecule_314.sdf,CCN(CC)C(=O)C[C@@H]1c2nc(NC(=O)c3cccs3)sc2C[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C
molecule_3140.sdf,O=C(NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O)N1CCOCC1
molecule_3141.sdf,O=C(COc1ccccc1)NC[C@H]1O[C@H](Cc2cc(-c3ccccc3)on2)CC[C@@H]1O
molecule_3142.sdf,CC(C)(C)CC(=O)NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O
molecule_3143.sdf,CC(C)(C)C(=O)NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O
molecule_3144.sdf,O=C(NC[C@H]1O[C@H](Cc2cc(-c3ccc(F)cc3)on2)CC[C@@H]1O)C1CCC1
molecule_3145.sdf,CN(C)[C@@H]1CO[C@H](CNC(=O)C2CCCC2)[C@H]1O
molecule_3146.sdf,O=C(NC[C@H]1OC[C@@H](NC2CCC(F)(F)CC2)[C@@H]1O)Nc1ccccc1
molecule_3147.sdf,CC(C)N[C@@H]1CO[C@H](CNC(=O)C2CCCC2)[C@H]1O
molecule_3148.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccn2)[C@@H]1O)Nc1ccccc1
molecule_3149.sdf,COc1ccc(CN[C@@H]2CO[C@H](CNC(=O)Nc3ccccc3)[C@H]2O)cc1
molecule_315.sdf,CC1CCN(C(=O)C[C@@H]2c3nc(-c4ccsc4)sc3C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@]32C)CC1
molecule_3150.sdf,O=C(NC[C@H]1OC[C@@H](NC2CCC(F)(F)CC2)[C@@H]1O)C1CCCC1
molecule_3151.sdf,CS(=O)(=O)c1ccc(CN[C@@H]2CO[C@H](CNC(=O)Nc3ccccc3)[C@H]2O)cc1
molecule_3152.sdf,N#Cc1cccc(CN[C@@H]2CO[C@H](CNC(=O)Nc3ccccc3)[C@H]2O)c1
molecule_3153.sdf,CN1CCC(N[C@@H]2CO[C@H](CNC(=O)Nc3ccccc3)[C@H]2O)CC1
molecule_3154.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNC4CCN(C)CC4)O3)no2)cc1
molecule_3155.sdf,COc1ccc(-c2cc(C[C@@H]3CC[C@H](O)[C@@H](CNC(=O)NCc4ccccc4)O3)no2)cc1
molecule_3156.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccc2)[C@@H]1O)C1CC1
molecule_3157.sdf,CN(C)[C@@H]1CO[C@H](CNC(=O)c2ccccc2)[C@H]1O
molecule_3159.sdf,CC(C)(C)CC(=O)NC[C@H]1OC[C@@H](NCc2cccc(C#N)c2)[C@@H]1O
molecule_316.sdf,CC(=O)N1CCN(C(=O)C[C@@H]2c3nc(NC(=O)C(C)(C)C)sc3C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@]32C)CC1
molecule_3160.sdf,CS(=O)(=O)c1ccc(CN2CCN3C(=O)N(c4ccccc4)C[C@H]3C2)cc1
molecule_3161.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccc2F)[C@@H]1O)C1CC1
molecule_3162.sdf,COc1ccc(CN2CCN3C(=O)N(c4ccccc4)C[C@H]3C2)cn1
molecule_3163.sdf,O=C(NC[C@H]1OC[C@@H](NCc2cccs2)[C@@H]1O)C1CC1
molecule_3164.sdf,Cn1cc(CN2CCN3C(=O)N(c4ccccc4)C[C@H]3C2)cn1
molecule_3165.sdf,COc1ccc(CN[C@@H]2CO[C@H](CNC(=O)c3ccccc3)[C@H]2O)cc1
molecule_3166.sdf,O[C@H]1CC[C@@H](Cc2cc(-c3ccccn3)on2)O[C@@H]1CNC1CCNCC1
molecule_3167.sdf,COc1ccc(CN[C@@H]2CO[C@H](CNC(=O)C3CCCC3)[C@H]2O)cc1
molecule_3168.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccc2O)[C@@H]1O)c1ccccc1
molecule_3169.sdf,CS(=O)(=O)c1ccc(CN[C@@H]2CO[C@H](CNC(=O)C3CCCC3)[C@H]2O)cc1
molecule_317.sdf,CC(C)(C)C(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)N1CCOCC1
molecule_3170.sdf,N#Cc1cccc(CN[C@@H]2CO[C@H](CNC(=O)C3CCCC3)[C@H]2O)c1
molecule_3171.sdf,CN(C)[C@@H]1CO[C@H](CNC(=O)CC(C)(C)C)[C@H]1O
molecule_3172.sdf,O=C(NC[C@H]1OC[C@@H](NCc2cccs2)[C@@H]1O)C1CCCC1
molecule_3173.sdf,O=C(c1cccnc1)N1CCN2C(=O)N(c3ccccc3)C[C@H]2C1
molecule_3174.sdf,CC(C)N[C@@H]1CO[C@H](CNC(=O)CC(C)(C)C)[C@H]1O
molecule_3175.sdf,O=C(NC[C@H]1OC[C@@H](NC2CCC(F)(F)CC2)[C@@H]1O)C1CC1
molecule_3176.sdf,COCc1cc(C[C@@H]2CC[C@H](O)[C@@H](CNC(=O)Nc3ccccc3OC)O2)no1
molecule_3177.sdf,CC(=O)Nc1ccc(CN[C@@H]2CO[C@H](CNC(=O)c3ccccc3)[C@H]2O)cc1
molecule_3178.sdf,O=C1N(Cc2ccc(F)cc2)C[C@H]2CN(Cc3ncc[nH]3)CCN12
molecule_3179.sdf,CS(=O)(=O)c1ccc(CN[C@@H]2CO[C@H](CNC(=O)c3cccs3)[C@H]2O)cc1
molecule_318.sdf,COCC(=O)Nc1nc2c(s1)C[C@@H]1[C@](C)(CO)[C@H](O)CC[C@@]1(C)[C@@H]2CC(=O)Nc1ccccc1
molecule_3180.sdf,CN(C)[C@@H]1CO[C@H](CNC(=O)c2cccs2)[C@H]1O
molecule_3181.sdf,COc1ccc(CN[C@@H]2CO[C@H](CNC(=O)NC(C)C)[C@H]2O)cc1
molecule_3182.sdf,O=C(NCc1ccccc1)N1CCN2C(=O)N(Cc3ccc(F)cc3)C[C@H]2C1
molecule_3183.sdf,CC(C)N[C@@H]1CO[C@H](CNC(=O)c2cccs2)[C@H]1O
molecule_3184.sdf,N#Cc1cccc(CN[C@@H]2CO[C@H](CNC(=O)c3cccs3)[C@H]2O)c1
molecule_3185.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccc2F)[C@@H]1O)c1cccs1
molecule_3186.sdf,N#Cc1cccc(CN[C@@H]2CO[C@H](CNC(=O)c3ccncc3)[C@H]2O)c1
molecule_3187.sdf,O=C(NC[C@H]1OC[C@@H](NCc2cccs2)[C@@H]1O)c1cccs1
molecule_3188.sdf,CC(C)NC(=O)NC[C@H]1OC[C@@H](NCc2cccc(C#N)c2)[C@@H]1O
molecule_3189.sdf,COCC(=O)N1CCN2C(=O)N(Cc3ccc(F)cc3)C[C@H]2C1
molecule_319.sdf,COCCNC(=O)C[C@@H]1c2nc(NC(=O)C(C)(C)C)sc2C[C@@H]2[C@](C)(CO)[C@H](O)CC[C@]21C
molecule_3190.sdf,O=C(NC[C@H]1OC[C@@H](NCc2ccccn2)[C@@H]1O)c1cccs1
molecule_3191.sdf,CC(C)NC(=O)NC[C@H]1OC[C@@H](NCc2ccccc2F)[C@@H]1O
