Molecule Name,AI Confidence,Breadth Score,Local Score
molecule_2487,-2.0365285873413086,-6.7,-2.2
molecule_2488,-3.6270127296447754,-7.6,-3.0
molecule_2489,-3.3599612712860107,-8.0,-1.8
molecule_2490,-3.5215089321136475,-7.6,-1.5
molecule_2491,-3.078071355819702,-7.0,-2.8
molecule_2492,-3.965026617050171,-6.6,-1.4
molecule_2493,-3.1133928298950195,-6.9,-0.2
molecule_2494,-3.388962745666504,-7.2,-2.5
molecule_2495,-1.8560162782669067,-6.8,-1.5
molecule_2496,-3.283885955810547,-7.9,0.8
molecule_2497,-2.7688446044921875,-6.9,-1.5
molecule_2498,-2.1882166862487793,-7.5,-0.2
molecule_2499,-2.232232093811035,-6.8,-4.5
molecule_2500,-3.60408091545105,-6.9,4.0
molecule_2501,-1.3379148244857788,-6.2,-2.3
molecule_2502,-2.4290390014648438,-7.3,-0.7
molecule_2503,-1.5171068906784058,-7.5,-3.3
molecule_2504,-3.328192949295044,-6.7,0.4
molecule_2505,-2.105079174041748,-7.0,-3.7
molecule_2506,-3.6995174884796143,-7.2,-1.3
molecule_2507,-3.2123796939849854,-7.5,0.1
molecule_2508,-3.930745840072632,-7.1,-0.9
molecule_2509,-3.03468656539917,-7.1,-1.7
molecule_2510,-2.891873836517334,-7.4,-3.4
molecule_2511,-3.4584758281707764,-7.6,4.2
molecule_2512,-3.7553136348724365,-7.1,-4.6
molecule_2513,-3.1064817905426025,-7.1,1.6
molecule_2514,-2.7917587757110596,-7.1,-2.2
molecule_2515,-3.116617441177368,-6.9,-1.2
molecule_2516,-3.3219552040100098,-6.8,-3.3
molecule_2517,-3.4297854900360107,-8.4,5.8
molecule_2518,-3.3279383182525635,-7.4,-2.2
molecule_2519,-3.615187168121338,-6.8,-3.9
molecule_2520,-3.5344173908233643,-7.0,-1.8
molecule_2521,-3.6257784366607666,-6.3,-4.1
molecule_2522,-1.3563342094421387,-5.9,-4.7
molecule_2523,-2.5220587253570557,-7.4,-3.4
molecule_2524,-3.106005907058716,-7.3,-1.7
molecule_2525,-2.0701820850372314,-6.9,-2.5
molecule_2526,-3.5142252445220947,-7.2,-3.3
molecule_2527,-2.9769179821014404,-6.9,-4.6
molecule_2528,-2.6860005855560303,-6.7,-2.5
molecule_2529,-1.9348509311676025,-6.5,-4.4
molecule_2530,-3.48980975151062,-7.5,0.3
molecule_2531,-3.552203893661499,-6.5,-3.8
molecule_2532,-2.9456512928009033,-6.4,-4.8
molecule_2533,-3.658099889755249,-6.5,-1.0
molecule_2534,-3.1528127193450928,-6.8,-4.3
molecule_2535,-3.2823760509490967,-7.2,-2.7
molecule_2536,-3.2821061611175537,-6.9,-3.7
molecule_2537,-3.0495083332061768,-6.8,-4.0
molecule_2538,-2.8162028789520264,-6.1,0.1
molecule_2539,-2.6723155975341797,-7.1,0.5
molecule_2540,-3.730222463607788,-7.1,-3.4
molecule_2541,-2.7988860607147217,-6.5,-3.7
molecule_2542,-2.523855447769165,-6.6,-4.2
molecule_2543,-3.695981979370117,-7.0,2.5
molecule_2544,-2.284515619277954,-7.1,-3.4
molecule_2545,-2.4328713417053223,-6.9,-4.4
molecule_2546,-2.226325273513794,-6.6,-3.9
molecule_2547,-2.3938069343566895,-7.0,-2.3
molecule_2548,-3.373298406600952,-6.0,-2.8
molecule_2549,-3.1480162143707275,-6.3,-2.0
molecule_2550,-3.417121171951294,-6.3,-3.2
molecule_2551,-1.9300507307052612,-5.4,-6.3
molecule_2552,-2.124401330947876,-6.2,-3.4
molecule_2553,-2.5111935138702393,-6.9,3.8
molecule_2554,-2.2244818210601807,-6.7,-5.7
molecule_2555,-1.261283040046692,-6.7,-2.7
molecule_2556,-1.6396360397338867,-7.7,-3.8
molecule_2557,-2.7365643978118896,-7.2,1.2
molecule_2558,-3.2657008171081543,-6.5,1.2
molecule_2559,-1.953520655632019,-6.1,-2.6
molecule_2560,-2.7070295810699463,-7.4,-4.4
molecule_2561,-2.677783489227295,-7.4,-3.2
molecule_2562,-2.5488569736480713,-7.6,-4.9
molecule_2563,-1.4277138710021973,-7.4,-6.0
molecule_2564,-1.7870776653289795,-8.0,-0.2
molecule_2565,-4.013803958892822,-7.4,0.6
molecule_2566,-2.948704481124878,-6.0,-3.1
molecule_2567,-1.3170318603515625,-5.5,-4.9
molecule_2568,-1.264367938041687,-6.6,-7.9
molecule_2569,-2.9988670349121094,-7.2,-1.7
molecule_2570,-3.5597689151763916,-7.3,1.1
molecule_2571,-3.3546206951141357,-7.0,-3.8
molecule_2572,-3.447587728500366,-7.7,0.5
molecule_2573,-3.213632106781006,-6.6,1.8
molecule_2574,-2.622981309890747,-6.3,-3.6
molecule_2575,-1.3069071769714355,-6.5,-5.4
molecule_2576,-3.252838134765625,-6.2,-5.8
molecule_2577,-3.554497241973877,-7.3,-0.5
molecule_2578,-3.922065019607544,-7.2,-0.4
molecule_2579,-3.3440113067626953,-6.7,-3.0
molecule_2580,-2.4493768215179443,-7.0,-5.3
molecule_2581,-3.0960419178009033,-6.3,-5.9
molecule_2582,-1.5680153369903564,-6.3,-3.0
molecule_2583,-2.8458263874053955,-6.8,-1.1
molecule_2584,-2.9416582584381104,-6.2,-3.8
molecule_2585,-2.9008429050445557,-6.1,-2.5
molecule_2586,-3.3591601848602295,-7.1,-4.6
molecule_2587,-2.3486745357513428,-6.3,-2.7
molecule_2588,-3.1779286861419678,-6.7,-3.8
molecule_2589,-2.90055251121521,-5.9,-3.5
molecule_2590,-2.524988889694214,-7.1,3.7
molecule_2591,-3.1016030311584473,-6.9,-2.3
molecule_2592,-3.2409303188323975,-6.9,-4.6
molecule_2593,-1.995502233505249,-7.2,2.1
molecule_2594,-1.3089114427566528,-8.7,10.0
molecule_2595,-2.61319637298584,-6.3,-4.2
molecule_2596,-3.4949426651000977,-6.4,-1.1
molecule_2597,-4.1686015129089355,-8.1,4.0
molecule_2598,-1.4590235948562622,-7.0,2.5
molecule_2599,-0.9723437428474426,-6.8,-1.7
molecule_2600,-3.8786404132843018,-7.9,9.0
molecule_2601,-4.5322370529174805,-7.1,2.8
molecule_2602,-4.1831464767456055,-8.4,5.0
molecule_2603,-1.8845306634902954,-6.8,-0.7
molecule_2604,-3.4028117656707764,-6.4,0.4
molecule_2605,-4.769345283508301,-7.7,6.0
molecule_2606,-3.8928377628326416,-7.4,-0.0
molecule_2607,-4.288583755493164,-7.0,-1.5
molecule_2608,-3.352083683013916,-7.0,-0.4
molecule_2609,-1.628912091255188,-7.1,0.4
molecule_2610,-3.15099835395813,-7.0,-1.4
molecule_2611,-3.947316884994507,-6.8,-1.8
molecule_2612,-2.189049482345581,-7.1,-0.5
molecule_2613,-2.5027315616607666,-7.0,-3.8
molecule_2614,-2.7529244422912598,-6.4,-0.5
molecule_2615,-2.2756927013397217,-7.0,4.9
molecule_2616,-2.261209011077881,-6.3,-4.7
molecule_2617,-2.124804973602295,-5.7,-4.2
molecule_2618,-3.332488775253296,-5.3,-2.7
molecule_2619,-2.5622787475585938,-6.3,-3.3
molecule_2620,-3.144834518432617,-6.5,-1.6
molecule_2621,-2.4497640132904053,-6.0,-2.7
molecule_2622,-3.55322003364563,-6.3,-2.5
molecule_2623,-3.3695194721221924,-6.2,-3.1
molecule_2624,-2.980426073074341,-6.3,-3.7
molecule_2625,-0.9468514323234558,-6.5,-5.3
molecule_2626,-2.499480724334717,-6.2,-3.6
molecule_2627,-1.9045073986053467,-8.1,0.5
molecule_2628,-2.513784885406494,-6.0,-2.4
molecule_2629,-3.2251787185668945,-8.1,1.7
molecule_2630,-1.7292269468307495,-7.5,2.7
molecule_2631,-2.2456600666046143,-8.3,5.1
molecule_2632,-1.4834814071655273,-8.5,6.4
molecule_2633,-1.6660025119781494,-7.9,-2.6
molecule_2634,-4.497528076171875,-7.0,-4.1
molecule_2635,-2.0270164012908936,-7.1,-3.7
molecule_2636,-2.5079193115234375,-6.3,-4.3
molecule_2637,-2.6031787395477295,-6.5,-2.5
molecule_2638,-2.9038774967193604,-6.7,-4.2
molecule_2639,-3.9101321697235107,-7.7,0.2
molecule_2640,-3.018970489501953,-7.3,3.6
molecule_2641,-2.102398157119751,-6.4,-3.6
molecule_2642,-4.415726661682129,-7.5,6.3
molecule_2643,-3.583871603012085,-6.4,-0.8
molecule_2644,-2.8282394409179688,-7.3,4.3
molecule_2645,-3.542980909347534,-7.2,-2.7
molecule_2646,-1.7383785247802734,-8.5,4.8
molecule_2647,-3.580217123031616,-7.6,4.1
molecule_2648,-3.7774996757507324,-6.8,-2.7
molecule_2649,-2.8812501430511475,-6.4,-4.2
molecule_2650,-2.4155051708221436,-6.1,-3.7
molecule_2651,-2.185629367828369,-7.1,-5.3
molecule_2652,-3.20587420463562,-6.4,-4.1
molecule_2653,-3.4921600818634033,-6.4,-2.1
molecule_2654,-1.9419052600860596,-6.9,-5.7
molecule_2655,-3.8845155239105225,-6.5,-4.3
molecule_2656,-2.56770396232605,-6.4,-3.3
molecule_2657,-2.6918606758117676,-6.9,0.8
molecule_2658,-2.680755376815796,-6.8,-2.8
molecule_2659,-2.9642012119293213,-7.0,-1.4
molecule_2660,-3.9925098419189453,-7.2,-3.2
molecule_2661,-2.4469709396362305,-6.9,-3.0
molecule_2662,-3.6416566371917725,-7.6,-0.5
molecule_2663,-2.114959955215454,-6.6,-3.6
molecule_2664,-2.2826590538024902,-7.7,-2.8
molecule_2665,-3.238751173019409,-7.6,-4.0
molecule_2666,-3.1443145275115967,-7.1,2.1
molecule_2667,-2.3030452728271484,-6.7,-3.9
molecule_2668,-1.9999994039535522,-5.8,-4.8
molecule_2669,-2.512118101119995,-6.5,-6.6
molecule_2670,-1.045625925064087,-6.4,-2.9
molecule_2671,-2.6491525173187256,-7.0,-2.5
molecule_2672,-2.504404306411743,-6.8,-3.8
molecule_2673,-1.8908957242965698,-4.4,-5.8
molecule_2674,-2.016842842102051,-5.4,-5.7
molecule_2675,-2.3125829696655273,-6.2,-6.6
molecule_2676,-2.9893453121185303,-5.2,-6.6
molecule_2677,-2.0985848903656006,-7.3,-1.4
molecule_2678,-3.4966065883636475,-8.5,-1.5
molecule_2679,-1.3649115562438965,-7.2,-0.8
molecule_2680,-2.4321677684783936,-7.2,-4.7
molecule_2681,-2.308199644088745,-5.9,-4.5
molecule_2682,-4.783242225646973,-7.6,-2.0
molecule_2683,-3.1559226512908936,-8.0,-4.8
molecule_2684,-2.7628958225250244,-6.3,-3.4
molecule_2685,-2.139986991882324,-7.5,-4.1
molecule_2686,-1.6036159992218018,-7.1,-6.0
molecule_2687,-3.64119291305542,-7.3,-1.1
molecule_2688,-3.081552028656006,-7.5,-3.7
molecule_2689,-1.0548852682113647,-6.4,-4.7
molecule_2690,-2.1786725521087646,-5.3,-5.1
molecule_2691,-1.248543620109558,-6.7,-3.4
molecule_2692,-2.3792989253997803,-6.6,-3.6
molecule_2693,-2.116765260696411,-6.2,-4.9
molecule_2694,-2.3153553009033203,-6.3,-6.5
molecule_2695,-3.0830976963043213,-7.5,-3.9
molecule_2696,-3.4251272678375244,-7.3,-3.4
molecule_2697,-1.1254557371139526,-6.9,-4.9
molecule_2698,-1.1683993339538574,-6.2,-5.1
molecule_2699,-2.7676053047180176,-7.3,-6.6
molecule_2700,-3.65287184715271,-7.7,0.0
molecule_2701,-2.1510417461395264,-6.1,-7.6
molecule_2702,-1.2154842615127563,-7.5,-1.4
molecule_2703,-2.8881657123565674,-6.5,-3.5
molecule_2704,-2.553046703338623,-6.0,-3.4
molecule_2705,-2.673440456390381,-6.3,-2.4
molecule_2706,-1.7722761631011963,-6.4,-2.2
molecule_2707,-2.191028594970703,-6.1,-2.7
molecule_2708,-2.510157823562622,-6.1,-3.2
molecule_2709,-2.6051716804504395,-7.1,-1.2
molecule_2710,-1.8081735372543335,-7.1,-3.0
molecule_2711,-2.7574145793914795,-7.1,-3.1
molecule_2712,-2.9655725955963135,-7.2,-2.0
molecule_2713,-3.0179624557495117,-7.1,1.3
molecule_2714,-4.327653408050537,-8.2,-1.1
molecule_2715,-2.0966274738311768,-7.7,1.4
molecule_2716,-3.5053224563598633,-6.9,1.0
molecule_2717,-2.3157384395599365,-7.5,-3.8
molecule_2719,-2.7224197387695312,-6.7,-0.2
molecule_2720,-2.399667739868164,-7.4,-1.0
molecule_2721,-2.5766541957855225,-6.5,-4.5
molecule_2722,-1.5859404802322388,-6.2,-4.3
molecule_2723,-3.230586290359497,-7.3,6.4
molecule_2724,-2.6571128368377686,-6.7,-5.4
molecule_2725,-2.716256856918335,-6.4,-6.0
molecule_2726,-1.6708431243896484,-6.3,-5.7
molecule_2727,-1.8724896907806396,-7.0,-3.3
molecule_2728,-2.2473418712615967,-6.1,-4.6
molecule_2729,-1.7015608549118042,-6.7,-4.9
molecule_2730,-3.286219596862793,-7.8,12.5
molecule_2731,-3.932905912399292,-7.1,-1.7
molecule_2732,-3.180457592010498,-7.9,8.8
molecule_2733,-3.2795209884643555,-6.7,7.2
molecule_2734,-2.6550450325012207,-6.5,12.3
molecule_2735,-1.930127739906311,-7.9,-4.8
molecule_2736,-3.4764277935028076,-6.1,-1.1
molecule_2737,-3.120657205581665,-6.7,-1.9
molecule_2738,-3.3599464893341064,-6.9,2.1
molecule_2739,-1.7711824178695679,-6.5,-0.5
molecule_2740,-2.288344144821167,-7.3,1.4
molecule_2741,-1.526917815208435,-7.0,0.5
molecule_2742,-3.554365873336792,-6.6,1.3
molecule_2743,-2.89805006980896,-6.5,-4.2
molecule_2744,-2.94818377494812,-7.2,-2.9
molecule_2745,-1.6503978967666626,-5.6,-4.1
molecule_2746,-1.6505035161972046,-6.2,-4.3
molecule_2747,-2.940371513366699,-6.8,-4.3
molecule_2748,-2.6195578575134277,-7.6,0.8
molecule_2749,-2.5761826038360596,-8.0,-2.0
molecule_2750,-2.921992063522339,-6.2,-3.6
molecule_2751,-1.8614007234573364,-6.8,-2.8
molecule_2752,-3.8056447505950928,-7.5,2.2
molecule_2753,-1.5768200159072876,-7.0,-5.2
molecule_2754,-1.4971585273742676,-7.1,-4.9
molecule_2755,-1.1401180028915405,-6.0,-1.4
molecule_2756,-3.166574478149414,-7.7,-3.6
molecule_2757,-2.0477378368377686,-6.6,-3.7
molecule_2758,-3.8062546253204346,-7.0,-0.0
molecule_2759,-1.5195199251174927,-6.2,-5.4
molecule_2760,-1.2435765266418457,-7.3,-4.8
molecule_2761,-2.4011173248291016,-7.4,-5.4
molecule_2762,-1.9537657499313354,-7.7,-4.9
molecule_2763,-2.6748392581939697,-6.5,-5.3
molecule_2764,-0.9932801723480225,-7.4,-3.9
molecule_2765,-3.5784127712249756,-8.5,3.7
molecule_2766,-2.7727835178375244,-7.4,-1.5
molecule_2767,-2.1123688220977783,-7.3,2.1
molecule_2768,-1.1974619626998901,-7.5,-3.7
molecule_2769,-2.75186824798584,-7.5,-3.2
molecule_2770,-1.649047613143921,-7.2,-3.7
molecule_2771,-3.0421512126922607,-7.2,-2.8
molecule_2772,-1.9530118703842163,-6.8,-2.6
molecule_2773,-1.150739073753357,-7.1,-5.9
molecule_2774,-2.2657272815704346,-7.5,-5.5
molecule_2775,-2.011277675628662,-7.4,-5.7
molecule_2776,-2.6970160007476807,-7.6,-6.2
molecule_2777,-3.567366123199463,-7.6,-6.0
molecule_2778,-1.6770864725112915,-7.0,-4.3
molecule_2779,-1.7045706510543823,-7.0,-6.9
molecule_2780,-2.6914899349212646,-7.7,-6.0
molecule_2781,-2.6564242839813232,-7.4,-4.3
molecule_2782,-1.5133832693099976,-7.2,-3.6
molecule_2783,-2.2342867851257324,-7.0,-5.4
molecule_2784,-2.9652063846588135,-6.8,-4.8
molecule_2785,-3.263887643814087,-7.6,-3.0
molecule_2786,-2.3128533363342285,-7.4,-4.8
molecule_2787,-2.7533528804779053,-6.5,-5.9
molecule_2788,-1.698568344116211,-7.7,-4.8
molecule_2789,-2.0669379234313965,-6.3,-4.6
molecule_2790,-3.0584118366241455,-8.2,0.4
molecule_2791,-2.1767778396606445,-6.7,0.1
molecule_2792,-2.7432620525360107,-7.4,-3.3
molecule_2793,-2.1587018966674805,-5.9,-6.3
molecule_2794,-2.8486649990081787,-6.4,-4.5
molecule_2795,-2.9105308055877686,-7.2,-1.0
molecule_2796,-2.6103322505950928,-6.6,-4.8
molecule_2797,-1.3879127502441406,-7.2,-1.1
molecule_2798,-2.896285057067871,-7.1,-5.1
molecule_2799,-2.277944326400757,-6.6,-4.5
molecule_2800,-1.0915976762771606,-7.0,-3.9
molecule_2801,-2.1309616565704346,-7.6,-4.6
molecule_2802,-1.7188761234283447,-6.8,-3.5
molecule_2803,-3.3076157569885254,-6.8,-0.0
molecule_2804,-1.5834019184112549,-7.0,2.8
molecule_2805,-2.790722131729126,-6.8,-1.3
molecule_2806,-2.878415107727051,-6.6,-1.1
molecule_2807,-3.2822816371917725,-7.4,-2.8
molecule_2808,-3.178222417831421,-6.3,-1.8
molecule_2809,-3.4803812503814697,-6.2,-2.4
molecule_2810,-2.164889335632324,-5.9,-3.4
molecule_2811,-3.8569555282592773,-7.4,0.0
molecule_2812,-3.4332854747772217,-7.3,2.5
molecule_2813,-3.624608039855957,-7.9,-2.0
molecule_2814,-3.005234479904175,-7.5,-4.2
molecule_2815,-2.9178590774536133,-8.6,0.4
molecule_2816,-3.5872275829315186,-8.5,3.1
molecule_2817,-2.3323066234588623,-8.2,1.5
molecule_2818,-2.699345350265503,-6.6,6.7
molecule_2819,-2.9303858280181885,-7.9,5.8
molecule_2820,-3.057959794998169,-7.5,1.6
molecule_2821,-3.3581418991088867,-7.3,7.3
molecule_2822,-4.522428512573242,-8.2,25.1
molecule_2823,-3.4688313007354736,-7.6,6.4
molecule_2824,-3.8242344856262207,-7.6,-5.4
molecule_2825,-3.0458476543426514,-8.2,-0.9
molecule_2826,-1.9480438232421875,-7.7,6.4
molecule_2827,-2.0987608432769775,-8.2,7.5
molecule_2828,-3.3838131427764893,-6.7,1.7
molecule_2829,-3.8108716011047363,-7.2,-0.4
molecule_2830,-2.5813095569610596,-7.7,5.7
molecule_2831,-2.5772483348846436,-6.9,-2.8
molecule_2832,-2.825909376144409,-7.7,3.9
molecule_2833,-3.2201051712036133,-7.6,-2.7
molecule_2834,-2.343874216079712,-7.7,1.7
molecule_2835,-2.9693710803985596,-7.3,-3.3
molecule_2836,-2.2733519077301025,-8.1,2.1
molecule_2837,-3.1143181324005127,-7.5,3.8
molecule_2838,-2.9125044345855713,-8.5,-4.3
molecule_2839,-1.2710696458816528,-7.4,-4.3
molecule_2840,-2.4232029914855957,-7.1,-0.1
molecule_2841,-1.7959445714950562,-7.7,-1.0
molecule_2842,-1.8198822736740112,-7.7,2.0
molecule_2843,-3.1265838146209717,-7.1,-3.3
molecule_2844,-3.0559918880462646,-7.5,2.3
molecule_2845,-1.350791573524475,-7.0,2.6
molecule_2846,-3.753309965133667,-7.5,3.9
molecule_2847,-1.3099762201309204,-7.5,-1.0
molecule_2848,-1.4782181978225708,-7.0,-3.9
molecule_2849,-2.1635043621063232,-7.2,2.9
molecule_2850,-0.7558143138885498,-7.2,3.9
molecule_2851,-2.8531293869018555,-6.8,5.3
molecule_2852,-3.3069255352020264,-7.2,6.5
molecule_2853,-1.5865161418914795,-6.7,-4.3
molecule_2854,-1.9460257291793823,-7.7,-1.0
molecule_2855,-2.837888479232788,-7.4,4.9
molecule_2856,-2.805917501449585,-7.1,3.7
molecule_2857,-2.4340980052948,-7.5,1.0
molecule_2858,-2.0321240425109863,-6.4,-1.5
molecule_2859,-4.061102867126465,-7.8,-1.4
molecule_2860,-3.0936453342437744,-7.1,-3.7
molecule_2861,-3.0472912788391113,-7.3,-0.4
molecule_2862,-2.0121712684631348,-7.1,-5.4
molecule_2863,-0.8737444281578064,-7.3,-3.7
molecule_2864,-3.3999340534210205,-7.4,-5.0
molecule_2865,-1.8550639152526855,-6.9,-2.8
molecule_2866,-2.4838922023773193,-6.6,0.9
molecule_2867,-3.599858522415161,-6.9,-2.3
molecule_2868,-2.2670464515686035,-6.3,-3.4
molecule_2869,-2.524380683898926,-7.3,-4.6
molecule_2870,-2.1568493843078613,-6.8,-2.8
molecule_2871,-2.7536489963531494,-7.0,-2.3
molecule_2872,-3.2690484523773193,-6.8,1.6
molecule_2873,-2.1944591999053955,-6.4,-4.8
molecule_2874,-2.604032039642334,-6.1,1.2
molecule_2875,-2.3597724437713623,-6.1,-3.0
molecule_2876,-1.9106661081314087,-5.4,-1.7
molecule_2877,-3.42655348777771,-7.1,0.1
molecule_2878,-1.9121158123016357,-7.2,-1.1
molecule_2879,-2.9173989295959473,-6.1,-2.2
molecule_2880,-0.987925112247467,-5.7,-4.9
molecule_2881,-2.039285659790039,-6.4,-4.9
molecule_2882,-1.884263038635254,-7.2,-4.4
molecule_2883,-1.8553568124771118,-7.1,-3.0
molecule_2884,-3.341512680053711,-6.7,-2.0
molecule_2885,-3.0643255710601807,-7.4,3.1
molecule_2886,-2.9231245517730713,-7.1,-4.7
molecule_2887,-1.2403371334075928,-6.8,-4.8
molecule_2888,-2.0686724185943604,-7.0,-4.0
molecule_2889,-1.5713227987289429,-6.8,-2.3
molecule_2890,-0.9349989295005798,-6.7,-4.4
molecule_2891,-1.7599656581878662,-6.9,-4.2
molecule_2892,-1.6829147338867188,-6.4,-4.1
molecule_2893,-3.0826375484466553,-7.0,-4.7
molecule_2894,-1.905336618423462,-7.3,-3.4
molecule_2895,-2.282501459121704,-6.8,-5.4
molecule_2896,-2.320354700088501,-7.6,-4.0
molecule_2897,-2.7969324588775635,-7.0,-4.6
molecule_2898,-1.9014592170715332,-7.1,-3.8
molecule_2899,-1.3541028499603271,-7.0,-5.1
molecule_2902,-1.0974230766296387,-7.3,-3.4
molecule_2903,-2.190716028213501,-7.0,-5.1
molecule_2904,-2.1832876205444336,-6.7,-5.2
molecule_2905,-3.845550298690796,-6.8,-1.5
molecule_2906,-2.7798960208892822,-7.6,-3.1
molecule_2907,-1.276826024055481,-7.5,-4.5
molecule_2908,-2.1081271171569824,-6.8,-4.2
molecule_2909,-2.857842206954956,-7.5,-4.4
molecule_2910,-3.311943531036377,-6.9,-2.4
molecule_2911,-3.395122766494751,-7.7,-0.3
molecule_2912,-3.0960869789123535,-8.2,16.5
molecule_2913,-2.3438720703125,-6.5,2.6
molecule_2914,-1.5451231002807617,-7.1,2.7
molecule_2915,-2.6368327140808105,-7.7,3.1
molecule_2916,-1.5029536485671997,-7.1,-3.1
molecule_2917,-3.3724992275238037,-7.1,3.4
molecule_2918,-3.371694326400757,-6.4,-2.4
molecule_2919,-3.062391519546509,-7.2,-2.4
molecule_2920,-3.0159223079681396,-6.7,-5.2
molecule_2921,-2.4540092945098877,-8.1,2.1
molecule_2922,-2.0428128242492676,-6.3,-5.2
molecule_2923,-3.305079221725464,-7.4,-2.8
molecule_2924,-1.3299378156661987,-6.5,-4.3
molecule_2925,-2.2427818775177,-7.6,-0.7
molecule_2926,-2.959869623184204,-7.5,-3.4
molecule_2927,-2.1516294479370117,-6.2,-4.8
molecule_2928,-2.5449066162109375,-6.7,-4.3
molecule_2929,-2.8419759273529053,-6.9,1.5
molecule_2930,-2.786809206008911,-7.2,3.7
molecule_2931,-3.4319751262664795,-7.1,14.4
molecule_2932,-4.60600471496582,-7.1,-1.7
molecule_2933,-2.9350473880767822,-6.4,1.1
molecule_2934,-2.0382041931152344,-7.3,-2.0
molecule_2935,-2.4342281818389893,-8.1,-4.3
molecule_2936,-3.1078765392303467,-6.8,1.2
molecule_2937,-3.230881929397583,-7.9,1.0
molecule_2938,-1.5880972146987915,-7.1,-5.6
molecule_2939,-2.972071409225464,-8.4,1.1
molecule_2940,-3.5880165100097656,-8.1,1.1
molecule_2941,-3.0464510917663574,-7.1,-5.3
molecule_2942,-2.076124906539917,-7.4,-2.4
molecule_2943,-1.9709712266921997,-7.0,-2.7
molecule_2944,-2.894726514816284,-7.1,-4.6
molecule_2945,-4.072484016418457,-7.3,2.5
molecule_2946,-2.295257091522217,-7.6,-4.8
molecule_2947,-2.043026924133301,-6.9,-3.8
molecule_2948,-2.8724255561828613,-7.2,-2.9
molecule_2949,-3.0528221130371094,-7.1,-4.0
molecule_2950,-2.7615177631378174,-7.1,-5.0
molecule_2951,-2.1671040058135986,-6.8,-3.9
molecule_2952,-3.3199026584625244,-7.6,-3.3
molecule_2953,-1.5048657655715942,-7.3,-4.4
molecule_2954,-3.6110146045684814,-7.1,-2.3
molecule_2955,-1.9821659326553345,-6.7,-2.6
molecule_2956,-3.432640314102173,-7.6,-4.2
molecule_2957,-3.4222466945648193,-7.1,-1.9
molecule_2958,-2.516880750656128,-6.4,-1.8
molecule_2959,-3.2748749256134033,-7.4,-2.9
molecule_2960,-2.94264817237854,-7.0,-3.1
molecule_2961,-3.9272520542144775,-7.2,-2.5
molecule_2962,-3.5043118000030518,-7.2,-0.1
molecule_2963,-3.451698064804077,-6.4,-2.5
molecule_2964,-2.6503994464874268,-8.7,3.1
molecule_2965,-2.63089656829834,-6.6,-4.6
molecule_2966,-3.902024507522583,-7.3,-0.3
molecule_2967,-1.6594854593276978,-6.6,-1.7
molecule_2968,-3.0920403003692627,-7.7,2.8
molecule_2969,-3.1307287216186523,-7.2,-1.9
molecule_2970,-3.169985294342041,-6.4,-4.4
molecule_2971,-2.535013437271118,-6.9,-0.5
molecule_2972,-2.444673776626587,-6.9,-4.1
molecule_2973,-1.8668861389160156,-6.5,-2.5
molecule_2974,-0.7845815420150757,-7.3,-5.3
molecule_2975,-1.9399899244308472,-7.6,-5.0
molecule_2976,-4.3386359214782715,-7.1,-2.5
molecule_2977,-2.9458441734313965,-8.4,-2.4
molecule_2978,-2.0067365169525146,-7.5,-3.9
molecule_2979,-0.8741053938865662,-6.0,-5.6
molecule_2980,-2.0033514499664307,-6.6,-5.2
molecule_2981,-1.5530056953430176,-5.9,-4.8
molecule_2982,-2.0392634868621826,-7.6,-2.3
molecule_2983,-3.778155565261841,-7.3,-3.4
molecule_2984,-3.2526323795318604,-7.7,-2.9
molecule_2985,-3.3343265056610107,-6.5,-0.8
molecule_2986,-1.8521808385849,-6.9,-1.8
molecule_2987,-2.343529462814331,-7.2,-5.0
molecule_2988,-1.5879920721054077,-7.7,-1.1
molecule_2989,-1.9145495891571045,-7.3,-2.6
molecule_2990,-2.288081169128418,-7.8,-3.7
molecule_2991,-1.433379888534546,-7.0,-4.6
molecule_2992,-1.7716763019561768,-7.7,-5.5
molecule_2993,-3.0901973247528076,-7.2,-4.6
molecule_2994,-3.2406466007232666,-7.0,-1.5
molecule_2995,-2.092644453048706,-8.3,2.6
molecule_2996,-2.4399759769439697,-8.2,-1.1
molecule_2997,-1.4161550998687744,-6.4,1.5
molecule_2998,-1.983743667602539,-7.6,-0.9
molecule_2999,-3.431345224380493,-6.2,2.9
molecule_3000,-2.900790214538574,-7.0,1.6
molecule_3001,-1.2647290229797363,-5.7,-0.6
molecule_3002,-2.9872260093688965,-6.9,-1.3
molecule_3003,-1.8839608430862427,-6.8,-3.2
molecule_3004,-2.1611673831939697,-6.3,-2.0
molecule_3005,-2.6194512844085693,-6.3,-0.5
molecule_3006,-3.1628434658050537,-7.3,-1.2
molecule_3007,-2.8578858375549316,-7.3,1.0
molecule_3008,-3.387261390686035,-6.7,-1.9
molecule_3009,-1.5573469400405884,-6.8,-4.7
molecule_3010,-3.52585768699646,-7.0,-3.0
molecule_3011,-1.056203007698059,-6.4,-5.2
molecule_3012,-1.7614778280258179,-5.8,-6.3
molecule_3013,-3.98524808883667,-6.8,-2.5
molecule_3014,-1.6324782371520996,-6.6,-6.0
molecule_3015,-1.949478030204773,-6.2,-6.6
molecule_3016,-2.083648920059204,-6.7,-5.1
molecule_3017,-3.3111789226531982,-7.3,1.8
