Molecule Name,AI Confidence,Breadth Score,Local Score
molecule_1317,-3.325226306915283,-7.9,-0.3
molecule_1318,-1.216018795967102,-6.9,-4.8
molecule_1319,-3.744009017944336,-6.1,-3.4
molecule_1320,-2.9272215366363525,-5.5,-6.5
molecule_1321,-3.925403356552124,-5.7,-1.2
molecule_1322,-3.5494487285614014,-6.7,-1.6
molecule_1323,-3.963817834854126,-7.3,-3.7
molecule_1324,-3.101313352584839,-5.6,-5.4
molecule_1325,-1.9160761833190918,-7.4,3.4
molecule_1326,-3.0009748935699463,-8.2,11.9
molecule_1327,-3.6882455348968506,-7.7,2.2
molecule_1328,-1.5203865766525269,-7.3,-4.3
molecule_1329,-2.5152461528778076,-7.7,-4.6
molecule_1330,-2.349820137023926,-6.8,-5.2
molecule_1331,-1.3372374773025513,-7.5,-3.2
molecule_1332,-2.9981791973114014,-6.7,-4.2
molecule_1333,-2.2260167598724365,-6.8,-4.9
molecule_1334,-1.5867410898208618,-7.3,-3.7
molecule_1335,-2.5181121826171875,-7.3,-6.5
molecule_1336,-2.828608751296997,-7.2,-2.5
molecule_1337,-3.2597968578338623,-6.5,1.9
molecule_1338,-3.823183298110962,-6.9,-5.7
molecule_1339,-1.554548978805542,-6.9,-1.9
molecule_1340,-3.5850398540496826,-6.0,-0.9
molecule_1341,-3.2139432430267334,-6.6,-6.2
molecule_1342,-1.0626122951507568,-7.7,-2.4
molecule_1343,-3.5380053520202637,-6.9,-1.5
molecule_1344,-3.8916547298431396,-7.0,-3.7
molecule_1345,-2.6917617321014404,-7.8,-1.6
molecule_1346,-3.5560052394866943,-7.8,-5.5
molecule_1347,-3.7533786296844482,-6.9,-1.9
molecule_1348,-3.4052734375,-7.2,-0.8
molecule_1349,-2.5496246814727783,-7.8,-3.4
molecule_1350,-3.254915475845337,-7.7,-2.8
molecule_1351,-3.3726041316986084,-6.8,-3.7
molecule_1352,-2.4521372318267822,-7.0,-2.4
molecule_1353,-3.9072370529174805,-8.0,4.9
molecule_1354,-3.451702356338501,-6.3,-5.2
molecule_1355,-2.7080297470092773,-6.8,-2.2
molecule_1356,-3.5592668056488037,-6.0,-5.0
molecule_1357,-2.7403738498687744,-6.8,-3.2
molecule_1358,-2.759166955947876,-6.4,-5.4
molecule_1359,-4.283840656280518,-7.4,-3.0
molecule_1360,-3.8257791996002197,-7.1,-4.3
molecule_1361,-3.144707441329956,-7.5,-3.4
molecule_1362,-3.5853207111358643,-6.7,-2.7
molecule_1363,-3.334286689758301,-6.8,-2.6
molecule_1364,-3.8823914527893066,-6.5,-3.6
molecule_1365,-3.1036083698272705,-7.3,2.0
molecule_1366,-2.299791097640991,-7.4,2.2
molecule_1367,-1.56353759765625,-6.2,-2.6
molecule_1368,-3.317964553833008,-6.8,3.8
molecule_1369,-1.5415648221969604,-7.9,-3.2
molecule_1370,-2.104640483856201,-6.6,-2.2
molecule_1371,-3.15476393699646,-7.1,6.4
molecule_1372,-2.490068197250366,-6.7,-1.1
molecule_1374,-2.957570791244507,-8.4,0.9
molecule_1375,-2.7513232231140137,-8.1,4.8
molecule_1376,-2.7297420501708984,-7.1,-3.6
molecule_1377,-2.335988998413086,-8.5,6.3
molecule_1378,-2.211219072341919,-7.7,-3.1
molecule_1379,-2.038416862487793,-7.9,-3.3
molecule_1380,-3.3416054248809814,-8.4,3.3
molecule_1381,-2.754793643951416,-6.9,4.9
molecule_1382,-3.4586641788482666,-6.4,14.7
molecule_1383,-3.3608691692352295,-6.0,-1.9
molecule_1384,-4.263412952423096,-8.2,27.8
molecule_1385,-4.060460567474365,-6.7,2.2
molecule_1386,-2.782386541366577,-7.6,-0.2
molecule_1387,-2.397108554840088,-6.7,-5.3
molecule_1388,-3.164133310317993,-6.5,0.6
molecule_1389,-3.5854008197784424,-6.1,-5.0
molecule_1390,-3.0891635417938232,-7.6,-6.0
molecule_1391,-3.112424373626709,-6.8,10.7
molecule_1392,-2.346200942993164,-7.0,-2.4
molecule_1393,-3.322089910507202,-6.5,-1.5
molecule_1394,-3.643638849258423,-8.0,-2.5
molecule_1395,-3.7827725410461426,-7.1,9.1
molecule_1396,-2.818464756011963,-7.7,2.4
molecule_1397,-2.25163197517395,-6.8,-5.8
molecule_1398,-1.618666410446167,-6.3,-0.5
molecule_1399,-3.101308584213257,-7.2,-1.1
molecule_1400,-2.5329439640045166,-6.4,-0.6
molecule_1401,-1.7873984575271606,-5.3,-5.1
molecule_1402,-3.340651273727417,-6.5,-0.8
molecule_1403,-3.8882923126220703,-6.9,0.7
molecule_1404,-3.433903455734253,-6.8,-0.6
molecule_1405,-3.861980438232422,-6.8,6.0
molecule_1406,-3.4406235218048096,-7.0,-0.7
molecule_1407,-1.5916420221328735,-6.1,-4.1
molecule_1408,-2.5069754123687744,-6.8,-5.5
molecule_1409,-1.168371319770813,-6.5,-2.9
molecule_1410,-1.7881453037261963,-6.3,-1.0
molecule_1411,-2.0819272994995117,-6.4,-4.9
molecule_1412,-2.232433557510376,-7.3,-0.1
molecule_1413,-2.6935136318206787,-7.2,-1.5
molecule_1414,-1.1415205001831055,-6.0,1.0
molecule_1415,-2.982863187789917,-7.4,-3.3
molecule_1416,-2.5233101844787598,-8.3,-0.0
molecule_1417,-3.303572416305542,-8.5,-3.8
molecule_1418,-3.5751516819000244,-7.6,6.6
molecule_1419,-1.8688101768493652,-6.5,-3.3
molecule_1420,-2.8714683055877686,-6.7,-3.1
molecule_1421,-3.138620376586914,-7.3,-1.3
molecule_1422,-4.01408576965332,-7.2,3.7
molecule_1423,-2.9652340412139893,-7.5,9.8
molecule_1424,-1.6678613424301147,-6.7,-2.0
molecule_1425,-1.670491099357605,-7.0,-3.3
molecule_1426,-3.6885364055633545,-6.6,-4.8
molecule_1427,-3.7927660942077637,-7.3,0.4
molecule_1428,-4.540481090545654,-6.4,-0.1
molecule_1429,-4.103115558624268,-7.0,-2.9
molecule_1430,-3.6542322635650635,-7.7,6.2
molecule_1431,-2.9811501502990723,-6.2,-2.0
molecule_1432,-3.259956121444702,-6.8,12.5
molecule_1433,-3.5506246089935303,-8.3,-2.0
molecule_1434,-4.268919944763184,-7.2,3.8
molecule_1435,-1.57265043258667,-7.2,-0.8
molecule_1436,-1.9151722192764282,-7.5,-0.9
molecule_1437,-2.8077871799468994,-7.8,0.6
molecule_1438,-1.1250840425491333,-7.2,2.8
molecule_1439,-2.403454303741455,-7.1,-3.8
molecule_1440,-1.7180379629135132,-5.4,-3.2
molecule_1441,-2.9649646282196045,-6.4,-2.6
molecule_1442,-1.701805830001831,-6.9,-3.7
molecule_1443,-1.9865413904190063,-7.6,1.5
molecule_1444,-4.0365800857543945,-8.3,13.6
molecule_1445,-2.44584321975708,-7.2,-4.0
molecule_1446,-2.8492932319641113,-7.2,-2.6
molecule_1447,-3.4578497409820557,-7.1,0.6
molecule_1448,-2.521423816680908,-6.9,-2.5
molecule_1449,-2.4874112606048584,-6.6,-5.6
molecule_1450,-2.9767520427703857,-7.7,3.1
molecule_1451,-2.173663377761841,-6.4,-7.6
molecule_1452,-2.013122320175171,-6.4,-7.5
molecule_1453,-2.8116111755371094,-7.1,-2.7
molecule_1454,-3.3221635818481445,-7.2,-3.0
molecule_1455,-3.1691854000091553,-7.6,1.2
molecule_1456,-3.354940176010132,-7.6,4.7
molecule_1457,-2.1150219440460205,-6.8,6.9
molecule_1458,-3.182352304458618,-7.4,3.0
molecule_1459,-2.9100325107574463,-7.1,-2.3
molecule_1460,-1.6490142345428467,-7.8,-1.1
molecule_1461,-2.867672920227051,-7.4,-0.6
molecule_1462,-2.8292524814605713,-7.0,-1.4
molecule_1463,-3.1372056007385254,-7.5,-1.1
molecule_1464,-3.30548095703125,-7.0,-1.8
molecule_1465,-3.36950945854187,-7.4,3.0
molecule_1466,-3.058788537979126,-7.7,-2.1
molecule_1467,-2.685188055038452,-6.7,0.1
molecule_1468,-3.3453850746154785,-7.2,-0.3
molecule_1469,-2.1694140434265137,-6.6,-3.5
molecule_1470,-2.7474052906036377,-6.9,-2.3
molecule_1471,-3.0449016094207764,-6.7,-1.8
molecule_1472,-2.8518779277801514,-6.7,-1.6
molecule_1473,-3.3245127201080322,-6.9,2.4
molecule_1474,-3.418827772140503,-6.8,4.1
molecule_1475,-2.394606828689575,-7.0,4.7
molecule_1476,-2.5148138999938965,-5.5,-5.0
molecule_1477,-2.4907968044281006,-7.0,-3.3
molecule_1478,-2.9344513416290283,-7.3,-1.9
molecule_1479,-3.2594172954559326,-7.2,-3.0
molecule_1480,-1.7185474634170532,-7.3,-4.8
molecule_1481,-2.3849923610687256,-7.4,-3.2
molecule_1482,-1.6927932500839233,-6.5,-5.5
molecule_1483,-2.284752130508423,-7.6,-1.3
molecule_1484,-1.5416810512542725,-7.0,-1.6
molecule_1485,-2.4547624588012695,-7.6,-5.2
molecule_1486,-1.5698254108428955,-7.8,-1.9
molecule_1487,-3.6932778358459473,-7.8,7.2
molecule_1488,-1.7016206979751587,-7.7,-5.2
molecule_1489,-1.9916397333145142,-7.1,2.0
molecule_1490,-3.307182550430298,-6.7,2.1
molecule_1491,-3.7056972980499268,-7.1,2.8
molecule_1492,-3.3355629444122314,-7.4,-2.0
molecule_1493,-3.4108946323394775,-5.9,-3.1
molecule_1494,-3.3408520221710205,-6.7,7.6
molecule_1495,-2.659428358078003,-7.1,3.6
molecule_1496,-3.3877785205841064,-7.0,-1.2
molecule_1497,-3.6334073543548584,-7.6,1.2
molecule_1498,-1.732028841972351,-6.5,-4.9
molecule_1500,-2.2721235752105713,-6.7,2.1
molecule_1501,-2.7996771335601807,-8.2,18.6
molecule_1502,-2.605527400970459,-7.8,0.0
molecule_1503,-3.292023181915283,-6.9,-2.5
molecule_1504,-3.2482259273529053,-8.2,-1.4
molecule_1505,-3.0104572772979736,-7.4,-4.3
molecule_1506,-3.166348695755005,-6.8,-1.8
molecule_1507,-3.421348810195923,-8.5,5.9
molecule_1508,-2.5251524448394775,-6.9,-3.6
molecule_1509,-3.0078887939453125,-7.7,1.9
molecule_1510,-2.54300856590271,-8.0,-4.9
molecule_1511,-3.6461009979248047,-7.3,-2.2
molecule_1512,-3.400895833969116,-6.8,1.2
molecule_1513,-4.2649664878845215,-7.4,4.1
molecule_1514,-2.030348539352417,-7.7,-4.3
molecule_1515,-3.379443645477295,-7.6,-1.5
molecule_1516,-2.446082830429077,-7.8,3.1
molecule_1517,-3.298705816268921,-7.4,-0.2
molecule_1518,-3.849524974822998,-7.1,3.1
molecule_1519,-3.39900803565979,-7.2,2.2
molecule_1520,-3.412976026535034,-7.7,-2.4
molecule_1521,-0.8113327622413635,-7.9,16.1
molecule_1522,-2.924438714981079,-7.1,-5.3
molecule_1523,-3.5583624839782715,-7.8,-1.1
molecule_1524,-1.8344024419784546,-6.2,-6.7
molecule_1525,-2.7788941860198975,-7.2,11.7
molecule_1526,-1.290766716003418,-6.8,-4.5
molecule_1527,-3.0421621799468994,-7.7,0.6
molecule_1528,-2.7489235401153564,-6.5,0.7
molecule_1529,-1.5241575241088867,-6.9,-4.7
molecule_1530,-3.7093899250030518,-6.5,11.5
molecule_1531,-3.422769546508789,-6.5,2.4
molecule_1532,-2.874572277069092,-7.0,9.8
molecule_1533,-3.1740806102752686,-7.1,15.4
molecule_1534,-2.759244203567505,-6.5,-3.0
molecule_1535,-3.1819489002227783,-7.9,-2.2
molecule_1536,-2.4297194480895996,-7.6,-4.7
molecule_1537,-1.476689100265503,-8.5,-8.4
molecule_1538,-3.0037481784820557,-7.0,1.7
molecule_1539,-3.5091261863708496,-6.5,-0.9
molecule_1540,-3.351010322570801,-6.9,-2.3
molecule_1541,-2.223189115524292,-5.8,-5.6
molecule_1542,-2.278830051422119,-6.5,-3.9
molecule_1543,-2.8337767124176025,-7.0,-0.5
molecule_1544,-3.4397928714752197,-6.0,-4.1
molecule_1545,-3.1334547996520996,-8.7,10.8
molecule_1546,-1.5073950290679932,-6.7,-5.8
molecule_1547,-3.680724859237671,-7.5,-5.0
molecule_1548,-3.8546807765960693,-6.8,2.4
molecule_1549,-3.07289719581604,-5.7,-4.2
molecule_1550,-1.941434383392334,-6.1,1.5
molecule_1551,-3.3481838703155518,-6.7,-0.3
molecule_1552,-3.5412142276763916,-6.8,-1.6
molecule_1553,-3.1145260334014893,-6.7,-4.1
molecule_1554,-3.378898859024048,-7.1,0.3
molecule_1555,-2.1667163372039795,-6.3,-2.7
molecule_1556,-2.5457353591918945,-8.0,-2.1
molecule_1557,-3.365393877029419,-6.7,8.5
molecule_1558,-3.5495574474334717,-8.1,2.7
molecule_1559,-1.6089962720870972,-6.0,-1.0
molecule_1560,-3.1332242488861084,-7.6,2.1
molecule_1561,-3.7302372455596924,-7.3,-3.0
molecule_1562,-3.247464895248413,-7.7,-3.0
molecule_1563,-1.858316421508789,-6.6,-5.9
molecule_1564,-1.0326493978500366,-6.6,-4.6
molecule_1565,-3.3880045413970947,-7.6,2.9
molecule_1566,-2.4744317531585693,-6.7,-1.6
molecule_1567,-3.7819342613220215,-7.1,3.7
molecule_1568,-2.4705140590667725,-7.4,0.7
molecule_1569,-2.3322765827178955,-6.9,-0.3
molecule_1570,-1.1253752708435059,-7.4,-1.6
molecule_1571,-3.2654531002044678,-6.5,-1.1
molecule_1572,-2.807875394821167,-7.1,-5.4
molecule_1573,-3.8155927658081055,-6.7,0.0
molecule_1574,-3.3215205669403076,-6.9,-0.5
molecule_1575,-3.1444966793060303,-6.8,-2.8
molecule_1576,-1.903340458869934,-6.3,0.1
molecule_1577,-4.306633949279785,-8.1,11.3
molecule_1578,-3.3133933544158936,-6.8,-0.7
molecule_1580,-4.532275199890137,-7.8,-2.7
molecule_1581,-3.4099631309509277,-7.0,-5.8
molecule_1582,-0.782335102558136,-6.0,-4.8
molecule_1583,-0.5674440264701843,-6.6,-4.0
molecule_1584,-1.9024111032485962,-7.4,-4.1
molecule_1585,-3.5808823108673096,-8.1,4.3
molecule_1587,-1.1164960861206055,-7.5,-3.8
molecule_1588,-1.4935753345489502,-7.3,-3.0
molecule_1589,-3.273017168045044,-7.0,-2.2
molecule_1590,-3.1071174144744873,-6.8,-5.6
molecule_1591,-2.467514753341675,-7.0,-1.9
molecule_1592,-2.46932053565979,-7.1,-4.2
molecule_1593,-2.661806344985962,-7.6,3.3
molecule_1594,-1.4885246753692627,-6.4,4.1
molecule_1595,-3.5141451358795166,-8.9,11.0
molecule_1596,-3.8815481662750244,-8.5,8.2
molecule_1597,-3.615297317504883,-8.2,7.6
molecule_1598,-1.6229768991470337,-7.0,-4.6
molecule_1599,-3.4586269855499268,-9.0,15.1
molecule_1600,-3.5522923469543457,-7.1,0.3
molecule_1601,-3.2302088737487793,-6.2,0.5
molecule_1602,-3.8175742626190186,-6.6,-3.0
molecule_1603,-2.691467046737671,-6.2,-5.0
molecule_1604,-2.829789876937866,-7.6,-2.7
molecule_1605,-2.684518814086914,-6.4,-3.1
molecule_1606,-1.2746713161468506,-7.5,-2.0
molecule_1607,0.03676982969045639,-6.6,-4.1
molecule_1608,-2.1994354724884033,-6.9,-5.4
molecule_1609,-2.7940750122070312,-6.6,-5.0
molecule_1610,-0.8144452571868896,-6.4,-4.6
molecule_1611,-2.081305742263794,-8.1,-5.1
molecule_1612,-2.092820405960083,-7.7,-1.9
molecule_1613,-1.687897801399231,-7.8,-1.3
molecule_1614,-3.0305566787719727,-7.8,-3.1
molecule_1615,-1.808340311050415,-7.3,-3.1
molecule_1616,-1.3501337766647339,-7.2,2.4
molecule_1617,-3.6195995807647705,-7.4,1.6
molecule_1618,-1.8162494897842407,-6.3,-4.8
molecule_1619,-3.574925661087036,-7.4,1.7
molecule_1620,-1.6321195363998413,-6.9,-4.5
molecule_1621,-2.779365062713623,-6.7,-4.5
molecule_1622,-1.393390417098999,-6.6,-4.6
molecule_1623,-0.7065100073814392,-6.3,-5.2
molecule_1624,-3.4518845081329346,-7.5,2.7
molecule_1625,-1.3046129941940308,-7.4,2.3
molecule_1626,-2.2411746978759766,-6.5,-5.2
molecule_1627,-2.664888381958008,-6.3,-4.9
molecule_1628,-3.2640459537506104,-6.7,-6.7
molecule_1629,-2.785571813583374,-7.6,-0.5
molecule_1630,-2.738784074783325,-6.3,-3.9
molecule_1631,-3.004412889480591,-5.9,-4.9
molecule_1632,-2.921839714050293,-5.4,-5.4
molecule_1633,-2.579056978225708,-5.9,-2.6
molecule_1634,-0.9759678244590759,-7.1,-3.5
molecule_1635,-2.430520534515381,-8.1,-5.5
molecule_1636,-3.1364572048187256,-7.1,2.2
molecule_1637,-0.9445374011993408,-6.5,-7.3
molecule_1639,-2.5574188232421875,-6.7,-4.1
molecule_1640,-3.0380637645721436,-6.6,-5.6
molecule_1641,-3.1460516452789307,-6.9,-3.0
molecule_1642,-1.0432132482528687,-6.0,-7.2
molecule_1643,-2.0973851680755615,-6.6,-3.9
molecule_1644,-1.564309000968933,-6.7,-4.7
molecule_1645,-3.7546489238739014,-8.3,-0.5
molecule_1646,-3.1270651817321777,-7.1,-4.7
molecule_1647,-1.9022293090820312,-6.5,1.1
molecule_1648,-2.3199121952056885,-6.7,-1.3
molecule_1649,-1.4351543188095093,-7.6,-0.1
molecule_1650,-3.4014225006103516,-6.3,-5.5
molecule_1651,-2.8754870891571045,-7.7,-4.6
molecule_1652,-3.308683395385742,-8.0,14.2
molecule_1653,-3.5496768951416016,-7.9,4.3
molecule_1654,-2.0487279891967773,-7.1,6.0
molecule_1655,-4.043673038482666,-7.6,8.2
molecule_1656,-1.497156023979187,-7.7,9.1
molecule_1657,-2.8564493656158447,-7.9,-0.4
molecule_1658,-3.1388051509857178,-7.1,4.2
molecule_1659,-4.044834136962891,-7.8,12.9
molecule_1660,-3.2380335330963135,-8.3,1.4
molecule_1661,-3.7218754291534424,-7.8,7.5
molecule_1662,-3.785813570022583,-8.0,7.4
molecule_1663,-4.012237071990967,-7.6,25.4
molecule_1664,-3.8575851917266846,-7.2,2.7
molecule_1665,-3.189171314239502,-8.3,4.8
molecule_1666,-4.06999397277832,-8.5,8.0
molecule_1667,-3.823833703994751,-7.9,14.6
molecule_1668,-4.450328826904297,-8.6,13.8
molecule_1669,-3.5003530979156494,-7.6,16.5
molecule_1670,-2.9978253841400146,-8.6,15.0
molecule_1671,-3.6415340900421143,-8.0,13.4
molecule_1672,-3.6179051399230957,-7.9,8.9
molecule_1673,-2.4622790813446045,-8.6,8.9
molecule_1674,-4.214310646057129,-7.8,6.4
molecule_1675,-3.2880117893218994,-7.5,-3.2
molecule_1676,-4.03469181060791,-6.9,8.3
molecule_1677,-3.243687868118286,-6.9,-4.3
molecule_1678,-3.7146592140197754,-6.6,5.4
molecule_1679,-3.8385441303253174,-7.8,-4.0
molecule_1680,-2.988457441329956,-7.9,-5.9
molecule_1681,-3.599216938018799,-7.0,7.0
molecule_1682,-3.1880056858062744,-8.1,2.4
molecule_1683,-3.755934476852417,-7.2,13.0
molecule_1684,-1.641412615776062,-8.8,-3.2
molecule_1685,-3.8828482627868652,-6.8,11.7
molecule_1686,-3.990192174911499,-7.0,11.5
molecule_1687,-3.447011709213257,-7.1,10.3
molecule_1688,-4.1307830810546875,-7.5,10.4
molecule_1689,-3.3823416233062744,-7.7,14.2
molecule_1690,-3.727797746658325,-7.0,4.6
molecule_1691,-3.450568199157715,-8.6,24.7
molecule_1692,-1.4076002836227417,-7.3,4.6
molecule_1693,-3.7280657291412354,-7.1,6.7
molecule_1694,-3.622004747390747,-8.2,7.7
molecule_1695,-2.770059823989868,-8.2,4.1
molecule_1696,-3.6082873344421387,-8.5,7.2
molecule_1697,-3.2040822505950928,-7.3,-4.6
molecule_1698,-2.939044237136841,-8.3,9.4
molecule_1699,-4.274033069610596,-8.7,-4.3
molecule_1700,-4.316927433013916,-7.2,11.3
molecule_1701,-3.5273935794830322,-7.7,-0.7
molecule_1702,-3.4660086631774902,-7.0,8.6
molecule_1703,-3.8178317546844482,-7.7,11.4
molecule_1704,-4.143580436706543,-8.4,-2.6
molecule_1705,-2.961392641067505,-7.3,8.3
molecule_1706,-3.7627265453338623,-7.2,-5.0
molecule_1707,-4.166871070861816,-8.2,9.9
molecule_1708,-3.949904203414917,-7.2,4.3
molecule_1709,-3.3490264415740967,-8.0,-1.2
molecule_1710,-3.7936902046203613,-8.5,5.6
molecule_1711,-3.478107213973999,-7.1,-0.7
molecule_1712,-3.3696391582489014,-6.4,3.1
molecule_1713,-1.8057997226715088,-8.2,9.9
molecule_1714,-3.297001361846924,-7.2,-3.4
molecule_1715,-3.076594829559326,-7.5,8.9
molecule_1716,-3.9867124557495117,-7.7,14.4
molecule_1717,-3.384321451187134,-7.7,8.9
molecule_1718,-3.7451560497283936,-7.7,13.8
molecule_1719,-3.5571672916412354,-7.9,3.7
molecule_1720,-4.268197059631348,-8.3,17.4
molecule_1721,-1.2943755388259888,-7.1,2.2
molecule_1722,-1.8774057626724243,-6.6,-2.0
molecule_1723,-2.8950235843658447,-6.2,-0.8
molecule_1724,-3.55505108833313,-8.0,6.9
molecule_1725,-2.442734718322754,-7.6,22.1
molecule_1726,-4.146624565124512,-7.5,7.2
molecule_1727,-4.051117897033691,-7.0,18.2
molecule_1728,-3.5195131301879883,-7.0,11.2
molecule_1729,-3.0117263793945312,-6.2,-1.3
molecule_1730,-3.5680959224700928,-6.7,7.7
molecule_1731,-3.128741502761841,-6.6,-3.0
molecule_1732,-2.6707308292388916,-7.2,-3.4
molecule_1733,-3.237985372543335,-6.4,-3.5
molecule_1734,-3.3985793590545654,-6.2,3.9
molecule_1735,-3.3267362117767334,-6.3,3.2
molecule_1736,-4.0472092628479,-8.3,6.6
molecule_1737,-3.180849313735962,-7.9,4.1
molecule_1738,-2.923835515975952,-6.8,0.4
molecule_1739,-2.6032254695892334,-8.5,-2.0
molecule_1740,-1.9677417278289795,-7.3,-2.6
molecule_1741,-3.87509822845459,-7.9,2.5
molecule_1742,-3.087695837020874,-8.0,-2.3
molecule_1743,-2.581423282623291,-6.9,-2.3
molecule_1744,-1.9389712810516357,-7.3,-5.8
molecule_1745,-2.042072057723999,-7.0,0.2
molecule_1746,-2.8581299781799316,-7.9,-1.7
molecule_1747,-3.4736437797546387,-7.7,1.0
molecule_1748,-2.4236509799957275,-7.7,-4.7
molecule_1749,-2.3645877838134766,-7.6,-4.4
molecule_1750,-3.651743173599243,-7.0,1.9
molecule_1751,-4.109280109405518,-7.7,-4.6
molecule_1752,-0.6292996406555176,-7.0,-5.2
molecule_1753,-2.756983518600464,-7.9,6.3
molecule_1754,-3.0566892623901367,-8.1,3.1
molecule_1755,-3.0267844200134277,-7.9,2.2
molecule_1756,-2.3709070682525635,-7.5,4.1
molecule_1757,-1.8353444337844849,-7.1,-1.5
molecule_1758,-3.2553112506866455,-7.8,-3.9
molecule_1759,-2.9592485427856445,-7.6,-0.9
molecule_1760,-3.406803607940674,-7.9,1.9
molecule_1761,-2.9632720947265625,-7.9,1.9
molecule_1762,-2.35617733001709,-7.9,3.1
molecule_1763,-2.5136399269104004,-9.0,6.3
molecule_1764,-2.442281723022461,-6.8,-2.6
molecule_1765,-2.930055618286133,-7.0,-3.6
molecule_1766,-4.142344951629639,-7.6,2.7
molecule_1767,-3.363042116165161,-7.2,6.9
molecule_1768,-3.813718318939209,-7.5,12.3
molecule_1769,-3.2844769954681396,-7.3,12.5
molecule_1770,-1.9387797117233276,-7.7,4.0
molecule_1771,-2.862470865249634,-7.1,0.8
molecule_1772,-2.9729015827178955,-7.7,8.7
molecule_1773,-3.1054751873016357,-6.6,8.0
molecule_1774,-3.6626532077789307,-7.1,10.7
molecule_1775,-4.185065269470215,-7.4,5.7
molecule_1776,-3.9326679706573486,-8.3,2.1
molecule_1777,-3.039156675338745,-7.4,5.4
molecule_1778,-4.128337860107422,-7.4,5.7
molecule_1779,-3.7724616527557373,-7.3,7.7
molecule_1780,-3.572007417678833,-7.3,3.2
molecule_1781,-3.0245444774627686,-7.1,6.7
molecule_1782,-3.7864177227020264,-7.4,5.8
molecule_1783,-3.0301992893218994,-7.8,-3.2
molecule_1784,-3.059718608856201,-7.7,1.5
molecule_1785,-3.419140100479126,-7.0,6.0
molecule_1786,-3.0959787368774414,-6.5,8.4
molecule_1787,-1.7223325967788696,-7.1,4.6
molecule_1788,-2.817570924758911,-8.0,4.7
molecule_1789,-3.078322172164917,-6.7,7.1
molecule_1790,-3.952385902404785,-7.4,-4.4
molecule_1791,-3.86570143699646,-6.7,-0.9
molecule_1792,-2.295086145401001,-6.4,-0.4
molecule_1793,-3.460634469985962,-7.1,8.6
molecule_1794,-2.380579948425293,-7.8,3.4
molecule_1795,-3.08365797996521,-6.5,-4.1
molecule_1796,-3.2421088218688965,-7.5,3.6
molecule_1797,-2.158029794692993,-6.5,-4.2
molecule_1798,-1.8539372682571411,-7.2,-4.4
molecule_1799,-3.1805527210235596,-6.7,-2.2
molecule_1800,-2.2885732650756836,-6.8,5.1
molecule_1801,-0.8978683948516846,-6.5,-5.0
molecule_1802,-4.1841583251953125,-7.8,25.1
molecule_1803,-1.6615973711013794,-5.8,-6.8
molecule_1804,-3.157874345779419,-6.9,-2.0
molecule_1805,-3.3916382789611816,-6.5,-0.4
molecule_1806,-1.9842439889907837,-7.0,-2.4
molecule_1807,-1.2651766538619995,-6.6,-1.8
molecule_1808,-2.6391093730926514,-8.3,-2.7
molecule_1809,-2.102095127105713,-7.1,-4.6
molecule_1810,-3.906280040740967,-7.9,-3.1
molecule_1811,-3.613953113555908,-6.8,-5.0
molecule_1812,-1.3610550165176392,-6.6,-9.3
molecule_1813,-2.834909200668335,-7.7,-2.8
molecule_1814,-3.761251449584961,-7.6,1.9
molecule_1815,-1.9584742784500122,-6.1,-4.8
molecule_1816,-2.9220407009124756,-7.0,-1.4
molecule_1817,-2.1102662086486816,-6.9,9.0
molecule_1818,-3.3948471546173096,-7.8,1.2
molecule_1819,-2.0289435386657715,-6.8,0.7
molecule_1820,-3.602353096008301,-7.1,-0.8
molecule_1821,-2.7037086486816406,-5.9,-4.9
molecule_1822,-2.078598737716675,-7.9,-4.8
molecule_1823,-2.653719663619995,-6.7,-3.9
molecule_1824,-2.814166784286499,-6.8,-5.3
molecule_1825,-1.64276123046875,-7.9,0.5
molecule_1826,-3.8053715229034424,-7.4,-2.3
molecule_1827,-2.554784059524536,-7.3,-5.7
molecule_1828,-1.6388198137283325,-7.2,-4.1
molecule_1829,-2.607910394668579,-8.1,-4.2
molecule_1830,-2.699277639389038,-6.1,-4.6
molecule_1831,-3.7220680713653564,-7.6,0.0
molecule_1832,-2.529480218887329,-6.4,-4.6
molecule_1833,-2.696106195449829,-7.0,-4.9
molecule_1834,-4.206264495849609,-7.4,11.7
molecule_1835,-4.8960065841674805,-7.8,4.9
molecule_1836,-3.513352155685425,-7.9,15.0
molecule_1837,-3.931474208831787,-7.9,5.1
molecule_1838,-1.900571584701538,-8.0,8.9
molecule_1839,-3.660696029663086,-7.4,11.6
molecule_1840,-2.452892303466797,-8.4,5.2
molecule_1841,-2.7277987003326416,-7.7,13.4
molecule_1842,-2.350135087966919,-7.9,14.0
molecule_1843,-4.421483993530273,-7.7,3.9
molecule_1844,-2.20261812210083,-7.5,19.6
molecule_1845,-2.416912794113159,-7.0,10.6
molecule_1846,-4.274162292480469,-9.1,8.4
molecule_1847,-3.063793897628784,-7.5,6.0
molecule_1848,-3.7434422969818115,-7.3,5.1
molecule_1849,-1.3613046407699585,-8.3,6.2
molecule_1850,-1.6408627033233643,-7.4,-5.8
molecule_1851,-3.727010726928711,-8.3,7.6
molecule_1852,-2.175786256790161,-7.5,-0.4
molecule_1853,-3.7942962646484375,-7.2,-0.6
molecule_1854,-3.752460241317749,-7.4,-0.5
molecule_1855,-3.432206630706787,-8.2,6.3
molecule_1856,-3.9805305004119873,-9.0,15.1
