-7.7,-1.5326775111107156e-20
-7.7,-2.449993194255256e-21
-7.5,-3.848771073001832e-21
-7.4,8.061127090017877e-12
-7.4,-6.390924014715737e-21
-7.0,-6.661170387412132e-21
-7.0,-5.67710985685211e-20
-7.0,-5.242300908304404e-20
-7.0,-3.750831288475942e-21
-6.9,-3.956245510063776e-20
-7.9,-6.517923361798245e-21
-7.8,-3.727098637066284e-21
-7.7,-7.257389848993347e-21
-7.5,-7.627378620865358e-21
-7.4,-8.645724536208622e-21
-7.3,1.3211810503461378e-18
-7.3,-6.840519512614343e-20
-7.2,-5.366247234106878e-21
-7.1,-4.436064221141783e-20
-7.1,3.5913236471832044e-18
-7.9,-5.094994139208962e-21
-7.8,-6.116097817019919e-21
-7.8,-8.592179532732474e-21
-7.7,-8.501552588114883e-21
-7.5,-6.631797536823907e-21
-7.4,-5.629364770120912e-21
-7.3,-4.73898249428268e-21
-7.2,-6.344994259892693e-21
-7.1,8.274097256686406e-11
-7.1,3.819590388842413e-11
-7.3,-9.273904624521731e-20
-7.2,-7.90480549325966e-20
-7.1,2.845987868532349e-14
-7.1,8.769167939406699e-19
-7.0,7.092444119641322e-14
-7.0,-4.468648109473719e-20
-6.9,1.12383955977982e-16
-6.9,3.566231970326822e-17
-6.9,4.797312175691628e-16
-6.7,8.225631828507515e-19
-8.3,-2.959446719863562e-21
-8.1,-4.609739770903172e-21
-8.0,-4.312686594672359e-20
-7.9,-6.3931408047096686e-21
-7.8,-6.92568706149679e-21
-7.7,-6.930856777456332e-20
-7.5,1.4429442802656928e-16
-7.5,-1.0860964256845646e-20
-7.4,5.85283610462498e-12
-7.4,9.984802300004665e-12
-6.3,4.0610935824878e-12
-6.0,3.217530742781887e-12
-6.0,-3.8910818107764107e-20
-6.0,5.625249665574053e-12
-5.9,-1.5842071570992053e-20
-5.9,-2.1652244963616085e-20
-5.9,-5.3335737593002853e-20
-5.8,-1.076816004931885e-20
-5.8,-2.829327155958328e-21
-5.7,-3.993664140816659e-21
-7.7,-6.337287857388371e-21
-7.5,-1.2156674429194526e-20
-7.5,-7.612239397225171e-21
-7.2,-3.69957045097111e-20
-7.2,-2.762265087815349e-20
-7.1,-6.5728320583664684e-21
-7.1,-2.704926952647282e-20
-7.1,4.920968741635843e-13
-6.9,5.256667837467009e-12
-6.8,-2.5674938586511506e-21
-7.0,-6.596959227591511e-20
-6.9,3.01032693166385e-11
-6.9,-5.019534439884567e-20
-6.6,-4.76245181342712e-20
-6.5,5.420200249671281e-19
-6.5,-4.010156653398116e-20
-6.5,-7.814687789852054e-20
-6.5,6.905474898554085e-20
-6.4,5.691372803858021e-19
-6.4,-4.342963165984209e-20
-8.2,-5.953765125902098e-21
-7.4,-8.877339790993672e-21
-7.2,-8.259201863332545e-21
-7.1,-2.1410020699491635e-20
-7.0,-7.773015333551276e-20
-7.0,-4.0632673131516056e-20
-7.0,-4.614492242858288e-20
-7.0,-5.153833150312638e-21
-6.9,1.1823292981143804e-10
-6.8,-8.9538220291828e-21
-7.5,-8.544261106349593e-21
-7.2,-6.755060380965809e-21
-7.1,-2.5966753752674063e-20
-7.0,-2.4342714681820388e-21
-7.0,-3.62874230735994e-21
-6.9,-3.784467893102162e-21
-6.9,-4.184657055050942e-20
-6.8,-6.506157265847934e-20
-6.7,-6.1283889516293074e-21
-6.6,8.085843871850883e-12
-7.1,-6.1960913527141674e-21
-6.6,-6.530947695767971e-21
-6.4,7.19378147378449e-12
-6.3,-6.585589476969352e-21
-6.2,-1.0334616762890865e-20
-6.1,-9.561517212896363e-21
-6.1,-1.6881517248726677e-20
-6.1,6.514490978232204e-11
-6.0,-2.0738514543630498e-20
-5.9,1.1240658836079655e-21
-7.6,-2.452321383978219e-21
-7.4,-4.469527027567343e-21
-7.2,-4.140168766377786e-20
-7.2,5.539633132396708e-12
