Ligand File,Confidence Array (Dynamic Columns)
./../../library/3d_sdf/molecule_1987.sdf,-3.81693434715271,-3.9272406101226807,-4.503326416015625,-4.590007305145264,-4.620922088623047
./../../library/3d_sdf/molecule_1990.sdf,-3.665294885635376,-3.8063626289367676,-3.8906991481781006,-3.9883415699005127,-4.045775890350342
./../../library/3d_sdf/molecule_1991.sdf,-2.8443641662597656,-2.9543228149414062,-3.1686956882476807,-3.3509786128997803,-3.7789714336395264
./../../library/3d_sdf/molecule_1994.sdf,-3.2400197982788086,-3.415286064147949,-3.7262632846832275,-4.0966901779174805,-4.22177791595459
./../../library/3d_sdf/molecule_1999.sdf,-2.558418035507202,-3.4521892070770264,-4.030683517456055,-4.282835006713867,-4.68306827545166
./../../library/3d_sdf/molecule_2.sdf,-3.773428201675415,-4.300167560577393,-4.512140274047852,-4.553831100463867,-4.558104038238525
./../../library/3d_sdf/molecule_200.sdf,-3.315802812576294,-4.1855878829956055,-4.261219024658203,-4.558004379272461,-4.69291877746582
./../../library/3d_sdf/molecule_2000.sdf,-3.822180986404419,-4.053194046020508,-4.09991455078125,-4.1333794593811035,-4.443496227264404
./../../library/3d_sdf/molecule_2002.sdf,-2.8139960765838623,-3.1250457763671875,-3.3692567348480225,-4.057439804077148,-4.171551704406738
./../../library/3d_sdf/molecule_2006.sdf,-1.5301048755645752,-2.1717276573181152,-2.2729954719543457,-2.609070062637329,-2.7194759845733643
./../../library/3d_sdf/molecule_2011.sdf,-1.1072484254837036,-1.8871288299560547,-3.0694868564605713,-3.123767137527466,-5.149496078491211
./../../library/3d_sdf/molecule_2012.sdf,-3.8310129642486572,-4.0384087562561035,-4.357237815856934,-4.494105339050293,-5.010919094085693
./../../library/3d_sdf/molecule_2013.sdf,-2.7756898403167725,-4.046307563781738,-4.119966506958008,-4.614613056182861,-5.132925987243652
./../../library/3d_sdf/molecule_2014.sdf,-3.1867387294769287,-3.739708423614502,-3.928722620010376,-4.239334583282471,-4.244233131408691
./../../library/3d_sdf/molecule_2017.sdf,-2.1915154457092285,-3.4359004497528076,-4.1300764083862305,-4.409000873565674,-4.759244918823242
./../../library/3d_sdf/molecule_2018.sdf,-3.458817958831787,-4.009221076965332,-4.0225510597229,-4.361929416656494,-4.879264831542969
./../../library/3d_sdf/molecule_2021.sdf,-2.5795555114746094,-3.1510183811187744,-3.4432156085968018,-4.174772262573242,-4.369493007659912
./../../library/3d_sdf/molecule_3018.sdf,-0.42051559686660767,-3.0638225078582764,-3.531975507736206,-4.054107189178467,-4.153816223144531
./../../library/3d_sdf/molecule_3022.sdf,-1.9344810247421265,-2.107463836669922,-2.1509690284729004,-2.857405424118042,-4.471557140350342
./../../library/3d_sdf/molecule_3024.sdf,-1.958509087562561,-2.3390016555786133,-3.6494393348693848,-3.955000638961792,-4.052963733673096
./../../library/3d_sdf/molecule_3025.sdf,-1.9517996311187744,-3.2752208709716797,-3.5210232734680176,-3.729184865951538,-4.433713912963867
./../../library/3d_sdf/molecule_3028.sdf,-2.594115972518921,-3.6988208293914795,-4.0063347816467285,-4.075620174407959,-4.446436882019043
./../../library/3d_sdf/molecule_3037.sdf,-1.8594938516616821,-2.547844648361206,-2.5710501670837402,-3.2837400436401367,-4.006213188171387
./../../library/3d_sdf/molecule_3039.sdf,-1.363938331604004,-1.5346298217773438,-1.704149842262268,-1.9735559225082397,-2.6330466270446777
./../../library/3d_sdf/molecule_304.sdf,-1.675431728363037,-3.6282060146331787,-3.8231916427612305,-3.918998956680298,-5.406641006469727
./../../library/3d_sdf/molecule_3040.sdf,-3.920804738998413,-4.091455936431885,-4.60063362121582,-4.707688808441162,-5.3470258712768555
./../../library/3d_sdf/molecule_3041.sdf,-1.9327117204666138,-1.997036337852478,-2.45885968208313,-2.4820072650909424,-3.387468099594116
./../../library/3d_sdf/molecule_3042.sdf,-1.0945323705673218,-1.679564356803894,-1.9292564392089844,-2.2265377044677734,-3.4619157314300537
./../../library/3d_sdf/molecule_3043.sdf,-2.414961338043213,-3.726750612258911,-4.4153032302856445,-4.892756462097168,-5.352386474609375
./../../library/3d_sdf/molecule_3044.sdf,-2.1306889057159424,-2.5549495220184326,-2.7372677326202393,-3.476310968399048,-5.42825984954834
./../../library/3d_sdf/molecule_3045.sdf,-1.2539080381393433,-1.4769898653030396,-1.514635682106018,-2.902071714401245,-3.2369043827056885
./../../library/3d_sdf/molecule_3046.sdf,-2.5117781162261963,-2.843219757080078,-3.288240671157837,-3.3270421028137207,-3.466569662094116
./../../library/3d_sdf/molecule_4047.sdf,-2.5459420680999756,-3.819096326828003,-3.8892059326171875,-4.665444374084473,-4.86053466796875
./../../library/3d_sdf/molecule_405.sdf,-1.2305606603622437,-3.379610538482666,-3.7815864086151123,-3.7940618991851807,-5.327173233032227
./../../library/3d_sdf/molecule_4050.sdf,-2.6216633319854736,-3.221666097640991,-4.281719207763672,-4.922539710998535,-5.1167311668396
./../../library/3d_sdf/molecule_4051.sdf,-3.0293819904327393,-3.8944404125213623,-4.203630447387695,-4.832006931304932,-5.016797065734863
./../../library/3d_sdf/molecule_4054.sdf,-1.9825950860977173,-3.339614152908325,-3.4317128658294678,-4.059497356414795,-4.263930320739746
./../../library/3d_sdf/molecule_4055.sdf,-3.551029920578003,-3.615098476409912,-3.649317502975464,-3.7997424602508545,-3.920506238937378
./../../library/3d_sdf/molecule_4057.sdf,-3.112291097640991,-3.282792806625366,-3.947746753692627,-4.134006500244141,-4.372472763061523
./../../library/3d_sdf/molecule_406.sdf,-2.6942546367645264,-3.7263753414154053,-4.29146146774292,-4.451947212219238,-4.9666314125061035
./../../library/3d_sdf/molecule_4060.sdf,-2.9720194339752197,-2.9868693351745605,-3.0639588832855225,-3.274487257003784,-3.9661946296691895
./../../library/3d_sdf/molecule_4062.sdf,-2.622493028640747,-3.205165147781372,-3.3295400142669678,-4.175893783569336,-5.204886436462402
./../../library/3d_sdf/molecule_4063.sdf,-3.115471124649048,-3.3526852130889893,-3.353501319885254,-3.4144933223724365,-3.956104040145874
./../../library/3d_sdf/molecule_4065.sdf,-3.3536932468414307,-3.386449098587036,-3.8927834033966064,-4.178360939025879,-4.51356315612793
./../../library/3d_sdf/molecule_4066.sdf,-3.323660135269165,-3.7191648483276367,-3.833566188812256,-4.392354965209961,-4.807919502258301
./../../library/3d_sdf/molecule_4067.sdf,-2.806490659713745,-3.0108635425567627,-3.526555299758911,-3.657848596572876,-4.404217720031738
./../../library/3d_sdf/molecule_4069.sdf,-2.4564249515533447,-2.573218584060669,-3.3919284343719482,-3.632411003112793,-4.51937198638916
./../../library/3d_sdf/molecule_407.sdf,-3.4571807384490967,-3.581263780593872,-3.6396336555480957,-3.690790891647339,-4.090180397033691
./../../library/3d_sdf/molecule_4070.sdf,-2.082209825515747,-2.9907562732696533,-3.8249258995056152,-4.012539386749268,-4.04521369934082
